주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,118,116,114,129,160
영업이익,35,23,10,28,39
영업이익(발표기준),35,23,10,28,39
세전계속사업이익,32,19,11,7,54
당기순이익,27,22,6,5,43
  당기순이익(지배),27,23,7,7,41
  당기순이익(비지배),,-1,-2,-2,2
자산총계,153,361,376,420,478
부채총계,19,47,33,84,72
자본총계,133,314,344,335,406
  자본총계(지배),133,308,340,333,393
  자본총계(비지배),,,4,2,13
자본금,2,11,11,11,11
영업활동현금흐름,27,27,5,41,30
투자활동현금흐름,-31,-165,-29,79,-141
재무활동현금흐름,-1,184,22,25,9
CAPEX,2,2,1,1,5
FCF,25,25,4,39,25
이자발생부채,7,6,4,41,29
영업이익률,29.83,20.18,9.04,21.85,24.61
순이익률,23.01,18.88,5.01,4.00,26.83
ROE(%),23.58,10.27,2.26,2.15,11.28
ROA(%),19.84,8.55,1.55,1.29,9.58
부채비율,14.59,15.04,9.52,25.16,17.78
자본유보율,"7,503.47","2,928.95","3,050.75","3,147.71","3,474.36"
EPS(원),277,219,65,64,361
PER(배),20.69,32.82,118.42,119.07,23.93
BPS(원),"1,413","2,875","3,088","3,133","3,532"
PBR(배),4.06,2.50,2.50,2.45,2.45
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"9,957,871","10,000,000","10,000,000","10,000,000","11,469,507"
