주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,621,"1,081","1,078",705,"1,016","1,682","2,354","2,816"
영업이익,81,267,179,-30,44,232,434,536
영업이익(발표기준),81,267,179,-30,44,,,
세전계속사업이익,66,272,203,5,54,267,464,573
당기순이익,61,254,202,16,59,242,399,482
  당기순이익(지배),61,241,200,20,60,234,390,470
  당기순이익(비지배),0,13,2,-5,-1,,,
자산총계,"1,551","2,343","2,602","3,123","4,470","5,078","5,512","6,076"
부채총계,276,706,447,952,"1,386","1,801","1,890","2,039"
자본총계,"1,274","1,637","2,156","2,171","3,083","3,277","3,622","4,038"
  자본총계(지배),"1,231","1,566","1,991","1,970","2,803","2,988","3,325","3,729"
  자본총계(비지배),43,,165,201,281,,,
자본금,110,112,119,119,133,133,133,133
영업활동현금흐름,52,481,271,-242,221,426,450,538
투자활동현금흐름,31,-296,-83,"-1,126","-1,228",-401,-135,-359
재무활동현금흐름,-19,260,102,547,"1,068",-6,-58,-62
CAPEX,21,75,89,264,98,101,123,124
FCF,31,406,181,-506,123,304,325,398
이자발생부채,182,329,130,691,940,,,
영업이익률,13.01,24.71,16.64,-4.25,4.30,13.82,18.44,19.03
순이익률,9.87,23.50,18.71,2.23,5.80,14.39,16.95,17.10
ROE(%),5.41,17.21,11.22,1.02,2.53,8.08,12.37,13.34
ROA(%),4.28,13.05,8.15,0.55,1.55,5.07,7.54,8.31
부채비율,21.69,43.10,20.72,43.84,44.95,54.96,52.18,50.50
자본유보율,"1,032.69","1,290.20","1,563.20","1,590.26","2,093.74",,,
EPS(원),273,"1,054",835,83,237,874,"1,458","1,756"
PER(배),60.04,22.78,43.04,526.87,150.50,34.09,20.44,16.97
BPS(원),"5,493","6,802","8,145","8,109","10,675","11,362","12,643","14,179"
PBR(배),2.98,3.53,4.41,5.37,3.34,2.62,2.36,2.10
현금DPS(원),49,195,195,98,150,185,205,250
현금배당수익률,0.30,0.81,0.54,0.22,0.42,0.62,0.69,0.84
현금배당성향(%),17.80,18.65,23.89,117.16,65.34,21.18,14.06,14.23
발행주식수(보통주),"22,599,422","23,018,893","24,450,673","24,456,332","26,664,397",,,
