주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,509,533,606,614,618
영업이익,92,60,94,68,80
영업이익(발표기준),92,60,94,68,80
세전계속사업이익,95,58,83,82,83
당기순이익,82,57,73,75,67
  당기순이익(지배),82,57,73,75,67
  당기순이익(비지배),,,,,
자산총계,"1,025","1,064","1,178","1,248","1,290"
부채총계,116,112,166,173,158
자본총계,909,952,"1,012","1,075","1,132"
  자본총계(지배),909,952,"1,012","1,075","1,132"
  자본총계(비지배),,,,,
자본금,40,40,40,55,56
영업활동현금흐름,87,92,123,111,112
투자활동현금흐름,-60,-88,-99,-86,-67
재무활동현금흐름,-9,-9,-12,-13,-13
CAPEX,37,30,72,84,33
FCF,50,62,51,27,78
이자발생부채,3,0,5,4,3
영업이익률,18.14,11.30,15.52,11.10,12.93
순이익률,16.09,10.72,11.97,12.28,10.81
ROE(%),9.21,6.14,7.39,7.23,6.05
ROA(%),8.18,5.47,6.47,6.22,5.26
부채비율,12.75,11.79,16.39,16.12,13.94
자본유보율,"2,227.50","2,335.19","2,488.61","1,890.38","1,939.30"
EPS(원),710,495,629,654,579
PER(배),11.82,13.47,10.79,34.62,20.22
BPS(원),"8,158","8,539","9,083","9,644","10,167"
PBR(배),1.03,0.78,0.75,2.35,1.15
현금DPS(원),96,96,103,94,97
현금배당수익률,1.14,1.44,1.51,0.42,0.83
현금배당성향(%),12.82,18.39,15.51,13.93,16.18
발행주식수(보통주),"11,541,464","11,541,464","11,541,464","11,541,464","11,541,464"
