주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,2,5,7,6,5
영업이익,-26,-26,-39,-37,-45
영업이익(발표기준),-26,-26,-39,-37,-45
세전계속사업이익,-30,-26,-40,-33,-50
당기순이익,-30,-26,-40,-30,-50
  당기순이익(지배),-30,-26,-40,-30,-50
  당기순이익(비지배),,,0,0,0
자산총계,42,112,172,174,319
부채총계,11,17,21,43,217
자본총계,31,95,151,130,102
  자본총계(지배),31,95,151,129,101
  자본총계(비지배),,,0,1,1
자본금,19,22,25,25,25
영업활동현금흐름,-23,-22,-33,-29,-40
투자활동현금흐름,8,-71,-9,-43,-145
재무활동현금흐름,5,93,96,19,189
CAPEX,1,0,3,18,63
FCF,-23,-22,-35,-47,-103
이자발생부채,5,8,10,30,175
영업이익률,"-1,305.12",-504.93,-563.06,-620.15,-894.52
순이익률,"-1,485.79",-502.60,-575.82,-509.25,-993.51
ROE(%),-65.69,-40.81,-32.43,-21.75,-43.69
ROA(%),-53.61,-33.48,-28.08,-17.56,-20.47
부채비율,35.76,17.42,14.11,33.23,212.53
자본유보율,55.48,322.41,496.31,374.59,263.23
EPS(원),-781,-625,-800,-604,-927
PER(배),,,N/A,N/A,N/A
BPS(원),803,"2,137","2,990","2,566","1,810"
PBR(배),0.00,0.00,4.62,6.45,6.69
현금DPS(원),0,0,0,0,0
현금배당수익률,,,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"3,854,184","4,454,184","5,044,184","5,044,184","5,044,184"
