주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,475,692,749,534,782
영업이익,36,42,41,-72,101
영업이익(발표기준),36,42,41,-72,101
세전계속사업이익,25,31,13,-195,100
당기순이익,26,34,10,-211,55
  당기순이익(지배),26,34,10,-211,55
  당기순이익(비지배),,-1,0,0,0
자산총계,"1,145","1,265","1,267","1,003","1,369"
부채총계,547,584,579,532,781
자본총계,598,682,688,472,589
  자본총계(지배),598,678,685,470,587
  자본총계(비지배),,,3,1,2
자본금,109,119,119,119,125
영업활동현금흐름,-23,2,-29,34,-63
투자활동현금흐름,-128,-96,-53,-6,33
재무활동현금흐름,289,23,83,-43,69
CAPEX,103,73,10,5,21
FCF,-125,-72,-39,28,-84
이자발생부채,315,272,366,333,349
영업이익률,7.66,6.03,5.48,-13.42,12.97
순이익률,5.45,4.88,1.31,-39.44,7.06
ROE(%),,5.38,1.47,-36.54,10.35
ROA(%),,2.80,0.77,-18.55,4.65
부채비율,91.49,85.62,84.17,112.79,132.56
자본유보율,462.63,483.50,488.74,306.67,372.88
EPS(원),144,147,42,-887,222
PER(배),25.54,31.05,84.46,N/A,27.61
BPS(원),"2,783","2,891","2,918","2,005","2,383"
PBR(배),1.32,1.58,1.22,2.23,2.57
현금DPS(원),0,0,0,0,0
현금배당수익률,0.00,0.00,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"21,807,489","23,790,573","23,790,573","23,790,573","24,968,430"
