주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,,,85,86,120
영업이익,,,29,29,31
영업이익(발표기준),,,29,29,31
세전계속사업이익,,,30,29,33
당기순이익,,,26,25,29
  당기순이익(지배),,,26,25,29
  당기순이익(비지배),,,,,
자산총계,,,153,176,230
부채총계,,,53,52,72
자본총계,,,100,124,159
  자본총계(지배),,,100,124,159
  자본총계(비지배),,,,,
자본금,,,37,37,37
영업활동현금흐름,,,32,21,37
투자활동현금흐름,,,-27,-24,-24
재무활동현금흐름,,,3,4,6
CAPEX,,,3,19,70
FCF,,,30,2,-33
이자발생부채,,,34,38,38
영업이익률,,,34.19,33.85,26.21
순이익률,,,30.22,28.49,24.29
ROE(%),,,,21.99,20.54
ROA(%),,,,14.95,14.30
부채비율,,,53.47,41.87,45.06
자본유보율,,,170.74,237.63,328.41
EPS(원),,,348,334,393
PER(배),,,,,
BPS(원),,,"1,354","1,680","2,148"
PBR(배),,,0.00,0.00,0.00
현금DPS(원),0,0,0,0,
현금배당수익률,,,,,
현금배당성향(%),,,0.00,0.00,
발행주식수(보통주),"7,360,000","7,360,000","7,360,000","7,360,000","7,395,700"
