주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,373,360,410,438,390
영업이익,22,32,35,24,3
영업이익(발표기준),22,32,35,24,3
세전계속사업이익,15,38,43,19,22
당기순이익,18,36,41,22,23
  당기순이익(지배),18,36,41,22,24
  당기순이익(비지배),0,0,0,0,0
자산총계,488,483,545,588,559
부채총계,174,159,199,232,202
자본총계,314,324,346,356,357
  자본총계(지배),315,325,346,356,357
  자본총계(비지배),-1,,-1,-1,
자본금,73,73,73,73,73
영업활동현금흐름,18,33,43,67,11
투자활동현금흐름,-48,-20,22,-14,-10
재무활동현금흐름,-44,-26,-21,19,-49
CAPEX,7,8,8,7,3
FCF,11,25,35,61,8
이자발생부채,98,90,94,126,95
영업이익률,5.99,8.99,8.50,5.37,0.86
순이익률,4.82,9.89,9.98,5.00,6.02
ROE(%),5.70,11.14,12.20,6.23,6.61
ROA(%),3.59,7.34,7.96,3.86,4.10
부채비율,55.29,48.99,57.64,65.28,56.49
자본유보율,355.48,380.81,425.21,439.20,451.36
EPS(원),123,243,279,149,161
PER(배),24.52,10.88,9.97,28.58,24.36
BPS(원),"2,224","2,346","2,576","2,654","2,702"
PBR(배),1.35,1.13,1.08,1.61,1.45
현금DPS(원),70,70,70,70,
현금배당수익률,2.33,2.65,2.52,1.64,
현금배당성향(%),54.92,27.21,22.99,42.95,
발행주식수(보통주),"14,679,007","14,679,007","14,679,007","14,679,007","14,679,007"
