주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)"
매출액,889,"1,023","1,220","11,252","13,708","13,007","9,308"
영업이익,76,106,224,"6,762","6,667","5,755","3,709"
영업이익(발표기준),76,106,224,"6,762","6,667",,
세전계속사업이익,30,107,277,"6,691","6,892","5,750","3,706"
당기순이익,33,107,267,"5,031","5,376","4,416","2,878"
  당기순이익(지배),33,107,267,"5,023","5,366","4,417","2,879"
  당기순이익(비지배),1,0,0,9,10,,
자산총계,"1,568","1,638","1,957","10,946","14,897","18,881","20,648"
부채총계,395,354,429,"4,482","4,061","3,885","3,324"
자본총계,"1,173","1,284","1,528","6,464","10,836","14,995","17,324"
  자본총계(지배),"1,170","1,280","1,525","6,453","10,814","15,344","17,967"
  자본총계(비지배),3,,3,11,22,,
자본금,131,131,131,131,261,217,217
영업활동현금흐름,101,140,271,"3,832","3,340","6,064","3,399"
투자활동현금흐름,61,10,-69,"-1,927","-1,027",-553,-531
재무활동현금흐름,-375,-101,-42,719,"-1,103",-631,-628
CAPEX,48,29,41,"1,740",617,549,489
FCF,53,111,231,"2,091","2,724","5,533","2,886"
이자발생부채,198,102,151,"1,031","1,591",,
영업이익률,8.50,10.39,18.39,60.09,48.63,44.25,39.85
순이익률,3.72,10.47,21.90,44.72,39.21,33.95,30.92
ROE(%),2.52,8.76,19.01,125.91,62.15,33.77,17.29
ROA(%),1.82,6.68,14.86,77.99,41.60,26.15,14.56
부채비율,33.68,27.62,28.07,69.33,37.48,25.91,19.18
자본유보율,881.99,966.26,"1,150.96","4,923.15","4,200.02",,
EPS(원),62,205,511,"9,617","10,274","8,458","5,513"
PER(배),269.95,39.15,30.16,10.09,5.94,4.77,7.32
BPS(원),"2,250","2,463","2,935","12,414","20,971","30,017","35,147"
PBR(배),7.48,3.26,5.25,7.81,2.91,1.34,1.15
현금DPS(원),0,0,50,753,"1,000","1,034","1,018"
현금배당수익률,0.00,0.00,0.33,0.78,1.64,2.56,2.52
현금배당성향(%),0.00,0.00,9.75,7.76,9.63,12.23,18.46
발행주식수(보통주),"52,225,994","52,225,994","52,225,994","52,225,994","52,225,994",,
