주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"6,309","6,493","6,692","10,909","12,323","13,607","15,358","16,031"
영업이익,"1,223","1,059",411,"1,406","1,641","2,086","2,584","2,776"
영업이익(발표기준),"1,223","1,059",411,"1,406","1,641",,,
세전계속사업이익,"1,243","1,098",435,"1,270","1,893","2,205","2,714","2,871"
당기순이익,954,869,429,978,"1,451","1,695","2,082","2,202"
  당기순이익(지배),954,869,429,978,"1,451","1,691","2,030","2,030"
  당기순이익(비지배),,,,,,,,
자산총계,"4,096","5,123","8,992","10,996","11,676","14,610","16,665","18,435"
부채총계,962,"1,431","3,326","4,366","3,665","4,900","5,006","4,787"
자본총계,"3,135","3,692","5,666","6,630","8,010","9,709","11,659","13,648"
  자본총계(지배),"3,135","3,692","5,666","6,630","8,010","9,725","11,628","13,393"
  자본총계(비지배),,,,,,,,
자본금,206,206,245,245,245,248,248,249
영업활동현금흐름,964,466,-162,"2,251","1,373","2,338","2,484","2,424"
투자활동현금흐름,-223,-567,-397,-828,"-2,238",-723,-627,-671
재무활동현금흐름,-2,-114,-212,-164,-110,-111,-138,-129
CAPEX,181,467,573,583,975,619,596,706
FCF,783,-1,-735,"1,667",398,"1,308","1,774","1,584"
이자발생부채,120,90,172,21,21,,,
영업이익률,19.38,16.31,6.14,12.89,13.32,15.33,16.82,17.32
순이익률,15.12,13.38,6.40,8.97,11.78,12.46,13.56,13.74
ROE(%),35.83,25.45,9.16,15.91,19.82,19.07,19.02,16.23
ROA(%),27.63,18.84,6.07,9.79,12.80,12.90,13.32,12.55
부채비율,30.67,38.77,58.71,65.85,45.76,50.47,42.94,35.07
자본유보율,"1,420.42","1,690.92","2,277.32","2,670.13","3,231.24",,,
EPS(원),"2,311","2,105",885,"1,993","2,957","3,445","4,137","4,136"
PER(배),14.46,9.55,40.50,22.20,14.31,11.77,9.80,9.80
BPS(원),"7,597","8,948","11,739","13,737","16,597","20,149","24,091","27,750"
PBR(배),4.40,2.25,3.05,3.22,2.55,2.01,1.68,1.46
현금DPS(원),200,220,0,200,300,300,328,350
현금배당수익률,0.60,1.09,0.00,0.45,0.71,0.74,0.81,0.86
현금배당성향(%),8.65,10.45,0.00,9.87,9.98,8.71,7.92,8.46
발행주식수(보통주),"41,273,436","41,273,436","49,083,901","49,083,901","49,083,901",,,
