주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,93,72,70,121,124
영업이익,-10,3,-13,16,19
영업이익(발표기준),-10,3,-13,16,19
세전계속사업이익,-23,4,-14,13,22
당기순이익,-38,4,-14,13,22
  당기순이익(지배),-38,4,-14,13,22
  당기순이익(비지배),,,,,
자산총계,117,121,118,139,151
부채총계,8,8,19,27,16
자본총계,109,113,99,112,135
  자본총계(지배),109,113,99,112,135
  자본총계(비지배),,,,,
자본금,33,33,33,33,33
영업활동현금흐름,-14,9,1,17,4
투자활동현금흐름,25,-5,-6,-5,0
재무활동현금흐름,,,0,0,0
CAPEX,1,1,1,1,1
FCF,-15,8,0,16,3
이자발생부채,0,0,0,0,0
영업이익률,-10.59,3.76,-19.19,12.85,15.02
순이익률,-40.33,5.95,-20.11,11.16,18.01
ROE(%),-29.57,3.86,-13.22,12.78,18.06
ROA(%),-26.05,3.60,-11.71,10.48,15.39
부채비율,7.71,6.87,19.66,23.86,11.95
자본유보율,214.51,227.31,185.43,225.81,292.59
EPS(원),-564,64,-209,202,334
PER(배),N/A,41.25,N/A,16.17,15.03
BPS(원),"1,625","1,689","1,480","1,682","2,015"
PBR(배),2.10,1.56,1.90,1.94,2.49
현금DPS(원),,,,,
현금배당수익률,,,,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"6,678,400","6,678,400","6,678,400","6,678,400","6,678,400"
