주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,177","1,248",701,564,484
영업이익,3,-74,-49,-17,15
영업이익(발표기준),3,-74,-49,-17,15
세전계속사업이익,21,-32,-60,-76,33
당기순이익,5,-38,-80,-74,19
  당기순이익(지배),5,-38,-80,-74,19
  당기순이익(비지배),,,,,
자산총계,"1,070","1,037",833,784,820
부채총계,612,611,477,418,439
자본총계,458,426,355,366,380
  자본총계(지배),458,426,355,366,380
  자본총계(비지배),,,,,
자본금,326,326,326,326,326
영업활동현금흐름,55,-45,-1,45,16
투자활동현금흐름,11,30,-40,16,4
재무활동현금흐름,-46,-30,-6,-46,-34
CAPEX,26,54,68,24,11
FCF,30,-99,-68,21,6
이자발생부채,214,203,215,178,160
영업이익률,0.25,-5.95,-6.98,-3.02,3.06
순이익률,0.43,-3.03,-11.38,-13.18,3.92
ROE(%),1.10,-8.56,-20.42,-20.63,5.08
ROA(%),0.47,-3.59,-8.54,-9.20,2.36
부채비율,133.59,143.16,134.39,114.35,115.55
자본유보율,42.90,37.96,11.89,-12.83,-7.01
EPS(원),16,-116,-245,-228,58
PER(배),71.01,N/A,N/A,N/A,22.08
BPS(원),"1,439","1,339","1,116","1,149","1,194"
PBR(배),0.77,0.79,1.16,0.98,1.08
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"32,579,342","32,579,342","32,579,342","32,579,342","32,579,342"
