주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,908,883,851,684,645
영업이익,11,5,54,-11,3
영업이익(발표기준),11,5,54,-11,3
세전계속사업이익,2,-7,41,-79,4
당기순이익,-1,-3,33,-27,3
  당기순이익(지배),-1,-3,33,-27,3
  당기순이익(비지배),,,,,
자산총계,703,686,682,661,617
부채총계,367,356,330,356,323
자본총계,337,330,351,304,293
  자본총계(지배),337,330,351,304,293
  자본총계(비지배),,,,,
자본금,42,42,62,62,62
영업활동현금흐름,42,94,-32,19,125
투자활동현금흐름,-8,-3,-10,-21,-17
재무활동현금흐름,-18,-28,-45,4,-91
CAPEX,15,15,14,13,12
FCF,27,79,-46,6,113
이자발생부채,194,168,228,265,203
영업이익률,1.20,0.61,6.29,-1.61,0.46
순이익률,-0.15,-0.33,3.84,-3.95,0.52
ROE(%),-0.40,-0.89,9.62,-8.24,1.13
ROA(%),-0.19,-0.43,4.79,-4.03,0.53
부채비율,108.94,107.97,94.07,117.14,110.19
자본유보율,733.20,717.30,486.42,410.94,393.62
EPS(원),-11,-24,262,-216,27
PER(배),N/A,N/A,9.05,N/A,92.89
BPS(원),"2,773","2,717","2,894","2,507","2,417"
PBR(배),0.69,0.67,0.82,0.86,1.04
현금DPS(원),14,95,120,110,110
현금배당수익률,0.71,5.21,5.06,5.10,4.39
현금배당성향(%),-119.11,-383.79,44.49,-49.41,396.03
발행주식수(보통주),"12,500,976","12,500,976","12,500,976","12,500,976","12,500,976"
