주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,119,118,560,430,133
영업이익,11,-19,136,136,5
영업이익(발표기준),11,-19,136,136,5
세전계속사업이익,-19,-65,104,182,23
당기순이익,-28,-75,91,134,18
  당기순이익(지배),-28,-75,91,134,18
  당기순이익(비지배),,,,,
자산총계,880,793,"1,227","1,085","1,031"
부채총계,793,751,"1,046",755,742
자본총계,87,42,181,331,289
  자본총계(지배),87,42,181,331,289
  자본총계(비지배),,,,,
자본금,15,18,21,44,44
영업활동현금흐름,-22,-27,188,63,23
투자활동현금흐름,-23,35,-265,21,13
재무활동현금흐름,28,-10,109,-83,-63
CAPEX,2,1,0,4,4
FCF,-24,-27,188,59,20
이자발생부채,75,37,97,8,10
영업이익률,9.10,-16.19,24.25,31.75,3.58
순이익률,-23.64,-63.86,16.20,31.08,13.91
ROE(%),-28.87,-117.02,81.43,52.24,5.95
ROA(%),-3.23,-9.02,8.99,11.55,1.74
부채비율,915.66,"1,772.52",579.49,228.30,256.65
자본유보율,520.68,184.28,791.50,682.76,663.93
EPS(원),-459,"-1,098","1,142","1,552",212
PER(배),N/A,N/A,7.69,5.93,60.39
BPS(원),"1,412",591,"2,123","3,798","3,441"
PBR(배),2.75,5.86,4.14,2.42,3.72
현금DPS(원),0,0,0,300,
현금배당수익률,0.00,0.00,0.00,3.26,
현금배당성향(%),0.00,0.00,0.00,19.55,
발행주식수(보통주),"6,143,923","7,170,904","8,516,949","8,703,529","8,703,529"
