주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"5,517","6,220","8,263","9,590","10,688"
영업이익,114,30,269,282,428
영업이익(발표기준),114,30,269,282,428
세전계속사업이익,127,-113,192,-61,279
당기순이익,64,-160,124,-118,196
  당기순이익(지배),51,-171,97,-140,154
  당기순이익(비지배),13,11,28,22,42
자산총계,"4,664","7,237","7,946","8,560","9,623"
부채총계,"2,870","5,452","6,117","6,069","6,734"
자본총계,"1,794","1,785","1,829","2,492","2,889"
  자본총계(지배),"1,495","1,329","1,409","1,407","1,635"
  자본총계(비지배),299,,420,"1,084","1,254"
자본금,144,144,146,158,174
영업활동현금흐름,214,226,175,457,470
투자활동현금흐름,-70,"-2,121",-590,-693,-946
재무활동현금흐름,271,"1,742",322,277,382
CAPEX,401,607,584,407,488
FCF,-188,-381,-409,50,-18
이자발생부채,"1,457","3,457","3,947","3,546","3,972"
영업이익률,2.06,0.49,3.26,2.94,4.00
순이익률,1.16,-2.58,1.50,-1.23,1.84
ROE(%),3.34,-12.11,7.06,-9.91,10.10
ROA(%),1.41,-2.70,1.64,-1.43,2.16
부채비율,159.93,305.46,334.45,243.56,233.11
자본유보율,913.87,765.53,803.07,655.87,699.84
EPS(원),177,-595,336,-473,479
PER(배),18.31,N/A,8.25,N/A,8.93
BPS(원),"5,572","4,977","5,200","4,765","4,982"
PBR(배),0.58,0.43,0.53,0.80,0.86
현금DPS(원),140,100,50,75,100
현금배당수익률,4.31,4.66,1.80,1.96,2.34
현금배당성향(%),73.83,-15.61,14.02,-15.87,21.36
발행주식수(보통주),"28,722,222","28,722,222","28,722,222","29,591,785","32,824,712"
