주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,236,292,470,360,538
영업이익,41,34,56,-9,-10
영업이익(발표기준),41,34,56,-9,-10
세전계속사업이익,34,6,62,-3,-36
당기순이익,28,3,50,-24,-40
  당기순이익(지배),28,3,50,-19,-40
  당기순이익(비지배),,,,-5,0
자산총계,133,343,411,545,835
부채총계,40,95,71,224,564
자본총계,92,248,340,321,271
  자본총계(지배),92,248,340,325,224
  자본총계(비지배),,,0,-5,47
자본금,16,29,31,31,31
영업활동현금흐름,30,-56,100,30,20
투자활동현금흐름,3,-4,-51,19,-87
재무활동현금흐름,2,12,-9,169,174
CAPEX,1,72,1,5,244
FCF,29,-128,99,25,-224
이자발생부채,9,30,11,122,362
영업이익률,17.28,11.74,11.87,-2.38,-1.94
순이익률,12.00,1.07,10.71,-6.59,-7.36
ROE(%),,1.84,17.13,-5.79,-14.49
ROA(%),,1.32,13.35,-4.97,-5.74
부채비율,43.34,38.43,20.96,69.89,208.27
자본유보율,522.88,781.77,"1,033.49",986.44,666.25
EPS(원),107,11,168,-63,-130
PER(배),,186.13,22.74,N/A,N/A
BPS(원),318,852,"1,106","1,059",730
PBR(배),,2.35,3.44,2.21,3.05
현금DPS(원),0,0,,,
현금배당수익률,0.00,0.00,,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"29,097,696","29,097,696","30,699,596","30,699,596","30,699,596"
