주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,477,482,509,737,564
영업이익,275,279,276,298,293
영업이익(발표기준),275,279,276,298,293
세전계속사업이익,280,308,285,263,285
당기순이익,237,265,242,221,242
  당기순이익(지배),237,265,242,221,243
  당기순이익(비지배),,,,,0
자산총계,"1,201","1,405","1,675","1,976","2,505"
부채총계,110,85,93,166,232
자본총계,"1,091","1,321","1,583","1,810","2,273"
  자본총계(지배),"1,091","1,321","1,583","1,810","2,273"
  자본총계(비지배),,,,,0
자본금,550,547,557,561,626
영업활동현금흐름,266,257,268,297,360
투자활동현금흐름,-138,-117,-306,-229,-130
재무활동현금흐름,471,-19,-10,60,32
CAPEX,131,14,175,197,50
FCF,135,244,93,99,310
이자발생부채,52,55,51,112,156
영업이익률,57.64,57.74,54.32,40.38,51.91
순이익률,49.64,54.83,47.58,29.91,42.98
ROE(%),31.18,21.94,16.67,13.00,11.88
ROA(%),27.28,20.30,15.71,12.08,10.82
부채비율,10.10,6.42,5.86,9.16,10.18
자본유보율,98.31,141.35,184.05,222.45,263.13
EPS(원),517,490,448,408,449
PER(배),6.14,3.45,4.15,4.92,3.14
BPS(원),"2,020","2,446","2,931","3,352","4,210"
PBR(배),1.57,0.69,0.63,0.60,0.33
현금DPS(원),89,0,0,0,
현금배당수익률,2.79,0.00,0.00,0.00,
현금배당성향(%),20.18,0.00,0.00,0.00,
발행주식수(보통주),"54,000,000","54,000,000","54,000,000","54,000,000","54,000,000"
