주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,542,620,451,289,790,945,"1,068","1,120"
영업이익,64,88,-46,-4,197,282,332,389
영업이익(발표기준),64,88,-46,-4,197,,,
세전계속사업이익,41,87,-78,-27,180,274,321,387
당기순이익,31,71,-87,-27,160,244,285,339
  당기순이익(지배),31,73,-67,-27,160,246,285,339
  당기순이익(비지배),-1,-2,-21,,,,,
자산총계,"1,543","2,053","1,728","1,480","1,735","1,944","2,186","2,378"
부채총계,820,"1,272","1,042",828,863,878,880,791
자본총계,723,781,686,652,872,"1,061","1,307","1,587"
  자본총계(지배),704,759,686,652,872,"1,061","1,307","1,587"
  자본총계(비지배),19,,,,,,,
자본금,85,85,85,85,85,82,82,85
영업활동현금흐름,145,-5,-11,-101,114,182,258,357
투자활동현금흐름,-290,-87,-92,37,-11,-30,-30,-41
재무활동현금흐름,227,116,56,3,-58,-46,-53,-90
CAPEX,250,132,55,4,10,16,16,14
FCF,-105,-137,-66,-105,104,170,190,
이자발생부채,527,634,695,681,569,,,
영업이익률,11.78,14.12,-10.26,-1.43,24.97,29.84,31.07,34.73
순이익률,5.64,11.42,-19.39,-9.41,20.30,25.87,26.67,30.27
ROE(%),4.39,10.00,-9.25,-4.06,21.05,25.51,24.07,23.43
ROA(%),2.14,3.94,-4.63,-1.69,9.98,13.29,13.80,14.85
부채비율,113.50,162.80,152.03,126.85,98.97,82.70,67.29,49.84
자본유보율,804.96,871.74,773.10,745.86,972.31,,,
EPS(원),184,432,-395,-161,948,"1,388","1,603","1,907"
PER(배),48.14,20.36,N/A,N/A,36.06,14.99,12.97,10.91
BPS(원),"4,461","4,807","4,344","4,134","5,456","6,302","7,763","9,426"
PBR(배),1.99,1.83,1.32,1.80,6.27,3.30,2.68,2.21
현금DPS(원),80,100,0,0,200,300,350,400
현금배당수익률,0.90,1.14,0.00,0.00,0.58,1.44,1.68,1.92
현금배당성향(%),40.50,21.58,0.00,0.00,19.92,21.63,21.83,20.97
발행주식수(보통주),"16,917,500","16,917,500","16,917,500","16,917,500","16,917,500",,,
