주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,871,515,608,"1,010",484
영업이익,50,-80,-236,-224,78
영업이익(발표기준),50,-80,-236,-224,78
세전계속사업이익,-4,-60,-227,-466,95
당기순이익,7,-42,-222,-490,127
  당기순이익(지배),7,-42,-222,-490,127
  당기순이익(비지배),,,,,
자산총계,966,931,"1,245",928,"1,075"
부채총계,206,238,693,741,592
자본총계,760,693,552,187,484
  자본총계(지배),760,693,552,187,484
  자본총계(비지배),,,,,
자본금,51,51,51,54,58
영업활동현금흐름,177,-20,-165,-2,30
투자활동현금흐름,-115,-13,-159,96,-38
재무활동현금흐름,4,-28,350,-1,40
CAPEX,39,44,93,71,27
FCF,138,-63,-258,-73,3
이자발생부채,112,117,304,231,156
영업이익률,5.72,-15.57,-38.82,-22.21,16.14
순이익률,0.78,-8.18,-36.51,-48.52,26.15
ROE(%),0.89,-5.80,-35.69,-132.58,37.75
ROA(%),0.69,-4.44,-20.41,-45.07,12.63
부채비율,27.11,34.38,125.51,396.90,122.39
자본유보율,"1,466.06","1,328.93",919.27,231.52,708.35
EPS(원),67,-416,"-2,193","-4,785","1,124"
PER(배),338.76,N/A,N/A,N/A,24.02
BPS(원),"8,126","7,405","5,451","1,753","4,229"
PBR(배),2.79,2.51,5.38,15.37,6.38
현금DPS(원),200,250,100,0,
현금배당수익률,0.88,1.35,0.34,0.00,
현금배당성향(%),275.69,-55.55,-4.56,0.00,
발행주식수(보통주),"10,127,700","10,127,700","10,127,700","10,864,129","11,597,158"
