주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,933,996,"1,171","1,071","1,378","1,631","1,855","2,120"
영업이익,249,237,276,191,359,429,494,570
영업이익(발표기준),249,237,276,191,359,,,
세전계속사업이익,234,246,282,207,393,443,506,590
당기순이익,193,196,204,176,340,360,410,470
  당기순이익(지배),193,197,204,175,340,357,405,470
  당기순이익(비지배),0,-1,0,0,-1,,,
자산총계,"1,120","1,317","1,549","1,662","2,038","2,390","2,800","3,280"
부채총계,55,72,151,160,200,220,250,290
자본총계,"1,065","1,245","1,398","1,502","1,838","2,170","2,550","2,990"
  자본총계(지배),"1,065","1,244","1,397","1,501","1,837","2,170","2,550","2,990"
  자본총계(비지배),0,,1,1,0,,,
자본금,68,68,68,68,68,70,70,70
영업활동현금흐름,186,177,242,285,304,370,410,470
투자활동현금흐름,-131,-177,-120,-163,-251,-110,-130,-150
재무활동현금흐름,-42,-17,-74,-92,-43,-20,-20,-20
CAPEX,53,409,31,17,113,40,40,40
FCF,133,-232,211,268,191,330,370,430
이자발생부채,0,0,48,48,39,,,
영업이익률,26.70,23.76,23.60,17.83,26.01,26.30,26.63,26.89
순이익률,20.73,19.62,17.43,16.39,24.65,22.07,22.10,22.17
ROE(%),19.44,17.04,15.47,12.09,20.39,17.82,17.16,16.97
ROA(%),18.49,16.05,14.24,10.94,18.37,16.26,15.80,15.46
부채비율,5.17,5.74,10.78,10.63,10.87,10.14,9.80,9.70
자본유보율,"1,517.09","1,780.94","2,053.85","2,282.67","2,753.44",,,
EPS(원),"1,412","1,438","1,493","1,280","2,487","2,609","2,960","3,435"
PER(배),28.40,15.10,15.84,13.55,9.31,10.69,9.43,8.12
BPS(원),"7,897","9,241","10,502","11,520","14,104","16,658","19,575","22,953"
PBR(배),5.08,2.35,2.25,1.51,1.64,1.67,1.43,1.22
현금DPS(원),120,120,140,140,200,200,200,200
현금배당수익률,0.30,0.55,0.59,0.81,0.86,0.72,0.72,0.72
현금배당성향(%),8.37,8.22,9.12,10.41,7.66,7.67,6.76,5.82
발행주식수(보통주),"13,683,782","13,683,782","13,683,782","13,683,782","13,683,782",,,
