주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,85,91,112,126,156
영업이익,22,1,5,2,6
영업이익(발표기준),22,1,5,2,6
세전계속사업이익,-61,-65,-1,-65,-54
당기순이익,-42,-66,5,-54,-29
  당기순이익(지배),-42,-66,5,-54,-29
  당기순이익(비지배),,,,,
자산총계,297,440,523,633,642
부채총계,222,155,234,390,286
자본총계,74,285,290,243,355
  자본총계(지배),74,285,290,243,355
  자본총계(비지배),,,,,
자본금,26,42,42,65,86
영업활동현금흐름,-8,3,-25,28,29
투자활동현금흐름,-16,-116,-91,-101,-19
재무활동현금흐름,46,175,68,121,-20
CAPEX,11,53,59,9,9
FCF,-19,-49,-84,18,20
이자발생부채,99,105,195,342,233
영업이익률,26.01,1.49,4.30,1.81,3.72
순이익률,-49.70,-73.05,4.47,-42.65,-18.28
ROE(%),-44.44,-36.95,1.74,-20.21,-9.54
ROA(%),-16.57,-18.02,1.03,-9.30,-4.47
부채비율,299.34,54.40,80.67,160.82,80.60
자본유보율,181.59,570.31,575.64,272.01,314.87
EPS(원),-496,-556,40,-421,-175
PER(배),N/A,N/A,54.02,N/A,N/A
BPS(원),867,"2,259","2,296","1,880","2,107"
PBR(배),6.38,1.21,0.93,1.60,1.69
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"7,784,902","12,617,051","12,617,051","13,057,051","17,139,354"
