주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,549,378,353,391,506
영업이익,-107,-94,-83,10,34
영업이익(발표기준),-107,-94,-83,10,34
세전계속사업이익,-39,-91,-61,40,37
당기순이익,-22,-95,-61,40,37
  당기순이익(지배),-22,-95,-61,40,37
  당기순이익(비지배),,,,,
자산총계,999,899,834,865,926
부채총계,34,46,56,60,83
자본총계,965,852,778,804,843
  자본총계(지배),965,852,778,804,843
  자본총계(비지배),,,,,
자본금,41,41,41,41,41
영업활동현금흐름,-54,-76,-16,20,-100
투자활동현금흐름,12,32,-8,119,-19
재무활동현금흐름,-37,-7,-7,-2,-3
CAPEX,5,91,4,30,66
FCF,-59,-167,-20,-11,-166
이자발생부채,0,0,7,8,13
영업이익률,-19.53,-24.91,-23.61,2.49,6.62
순이익률,-4.04,-25.11,-17.38,10.19,7.40
ROE(%),-2.23,-10.46,-7.54,5.03,4.55
ROA(%),-2.11,-10.02,-7.09,4.69,4.18
부채비율,3.54,5.44,7.19,7.50,9.84
자본유보율,"2,664.83","2,413.38","2,246.21","2,345.06","2,437.82"
EPS(원),-271,"-1,164",-752,488,459
PER(배),N/A,N/A,N/A,15.26,26.49
BPS(원),"13,711","12,293","11,436","12,628","13,240"
PBR(배),0.73,0.49,0.35,0.59,0.92
현금DPS(원),100,100,,,
현금배당수익률,1.00,1.66,,,
현금배당성향(%),-31.80,-7.29,0.00,0.00,
발행주식수(보통주),"8,166,558","8,166,558","8,166,558","8,166,558","8,166,558"
