주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,142,92,54,81,91
영업이익,-31,-40,-58,-40,-32
영업이익(발표기준),-31,-40,-58,-40,-32
세전계속사업이익,-32,-44,-78,-47,-48
당기순이익,-32,-44,-78,-39,-48
  당기순이익(지배),-32,-44,-78,-39,-48
  당기순이익(비지배),,,,,
자산총계,218,176,288,418,446
부채총계,114,116,211,166,175
자본총계,104,60,77,252,271
  자본총계(지배),104,60,77,252,271
  자본총계(비지배),,,,,
자본금,27,27,37,52,60
영업활동현금흐름,-1,-9,-34,-36,0
투자활동현금흐름,7,5,-69,-195,11
재무활동현금흐름,-13,4,185,143,26
CAPEX,3,3,16,2,69
FCF,-4,-11,-50,-39,-68
이자발생부채,92,97,192,142,106
영업이익률,-21.90,-43.36,-105.72,-50.01,-35.09
순이익률,-22.70,-47.40,-143.02,-49.02,-53.16
ROE(%),-28.41,-53.13,-113.42,-24.02,-18.43
ROA(%),-12.91,-22.20,-33.55,-11.18,-11.16
부채비율,108.83,192.19,274.06,65.96,64.52
자본유보율,329.76,162.89,137.24,410.57,374.36
EPS(원),-128,-175,-279,-97,-91
PER(배),N/A,N/A,N/A,N/A,N/A
BPS(원),438,252,230,520,480
PBR(배),1.76,2.98,5.41,2.99,3.52
현금DPS(원),0,0,0,0,0
현금배당수익률,0.00,0.00,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"24,862,045","24,937,045","34,495,785","49,368,941","57,521,855"
