주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"13,046","14,396","14,950","15,895","25,000"
영업이익,524,325,362,481,931
영업이익(발표기준),524,325,362,481,931
세전계속사업이익,619,369,370,572,881
당기순이익,437,297,339,498,613
  당기순이익(지배),253,134,139,269,306
  당기순이익(비지배),184,163,201,229,307
자산총계,"4,681","5,680","5,595","6,131","8,163"
부채총계,"1,988","2,648","2,280","2,533","3,905"
자본총계,"2,692","3,031","3,315","3,598","4,258"
  자본총계(지배),"1,647","1,876","2,017","2,197","2,683"
  자본총계(비지배),"1,045",,"1,298","1,400","1,574"
자본금,83,83,83,83,83
영업활동현금흐름,33,-209,486,171,"1,958"
투자활동현금흐름,286,-321,-60,474,-834
재무활동현금흐름,-98,509,-186,-454,"-1,070"
CAPEX,48,394,40,37,43
FCF,-14,-603,446,134,"1,915"
이자발생부채,815,"1,399","1,333","1,077","1,994"
영업이익률,4.01,2.25,2.42,3.02,3.73
순이익률,3.35,2.07,2.27,3.13,2.45
ROE(%),17.28,7.62,7.12,12.77,12.53
ROA(%),10.34,5.74,6.02,8.49,8.58
부채비율,73.85,87.38,68.78,70.42,91.72
자본유보율,"1,588.34","1,770.22","1,941.93","2,512.83","2,873.61"
EPS(원),"1,659",822,849,"1,649","1,874"
PER(배),4.92,12.02,11.59,7.49,6.54
BPS(원),"10,602","12,074","12,980","14,329","17,497"
PBR(배),0.77,0.82,0.76,0.86,0.70
현금DPS(원),120,140,140,300,400
현금배당수익률,1.47,1.42,1.42,2.43,3.27
현금배당성향(%),7.38,16.21,15.70,17.10,20.06
발행주식수(보통주),"16,318,522","16,318,522","16,318,522","16,318,522","16,318,522"
