주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,,,2,,32
영업이익,-11,-158,-125,-226,-268
영업이익(발표기준),-11,-158,-125,-226,-268
세전계속사업이익,-17,-269,-221,-310,-394
당기순이익,-18,-269,-221,-310,-394
  당기순이익(지배),-18,-269,-221,-310,-394
  당기순이익(비지배),,,,,
자산총계,262,732,721,502,"2,068"
부채총계,271,723,433,516,999
자본총계,-9,8,288,-14,"1,068"
  자본총계(지배),-9,8,288,-14,"1,068"
  자본총계(비지배),,,,,
자본금,11,14,177,177,236
영업활동현금흐름,-22,-104,-123,-134,-258
투자활동현금흐름,-132,-400,-35,72,-979
재무활동현금흐름,248,591,91,-12,"1,563"
CAPEX,99,249,84,30,974
FCF,-121,-353,-207,-163,"-1,231"
이자발생부채,141,597,261,277,781
영업이익률,,,"-6,740.96",,-831.68
순이익률,,,"-11,938.78",,"-1,220.33"
ROE(%),,"52,409.49",-148.68,-226.09,-74.70
ROA(%),,-54.19,-30.37,-50.73,-30.64
부채비율,"-2,927.54","8,799.54",149.94,"-3,694.65",93.55
자본유보율,-184.16,-66.35,55.93,-119.30,343.70
EPS(원),-82,"-1,193",-686,-876,-885
PER(배),,,,,N/A
BPS(원),-42,28,814,-39,"2,263"
PBR(배),0.00,0.00,0.00,0.00,4.24
현금DPS(원),0,0,0,0,0
현금배당수익률,,,,,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"21,580,000","28,351,710","35,421,270","35,421,270","47,206,389"
