주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,822","1,728","1,462","1,410","1,343"
영업이익,85,72,41,48,93
영업이익(발표기준),85,72,41,48,93
세전계속사업이익,14,64,16,-47,133
당기순이익,11,57,12,-48,124
  당기순이익(지배),11,57,12,-48,124
  당기순이익(비지배),,0,,,
자산총계,"1,375","1,545","1,866","1,420","1,418"
부채총계,943,"1,091","1,415","1,012",880
자본총계,432,455,451,409,538
  자본총계(지배),432,455,451,409,538
  자본총계(비지배),,,,,
자본금,116,116,116,116,116
영업활동현금흐름,-43,32,-465,611,-81
투자활동현금흐름,-132,-19,-78,53,-81
재무활동현금흐름,226,82,423,-442,-67
CAPEX,33,80,14,3,74
FCF,-76,-48,-479,608,-156
이자발생부채,480,569,"1,043",598,532
영업이익률,4.66,4.17,2.79,3.38,6.91
순이익률,0.61,3.30,0.80,-3.38,9.21
ROE(%),2.60,12.86,2.57,-11.09,26.12
ROA(%),0.89,3.90,0.68,-2.90,8.72
부채비율,218.37,239.93,313.46,247.41,163.47
자본유보율,301.10,320.75,319.58,282.97,393.91
EPS(원),48,246,50,-206,533
PER(배),89.66,12.01,51.13,N/A,5.04
BPS(원),"1,954","2,057","2,048","1,855","2,443"
PBR(배),2.20,1.43,1.26,1.41,1.10
현금DPS(원),10,60,,,
현금배당수익률,0.23,2.03,,,
현금배당성향(%),14.67,23.27,0.00,0.00,
발행주식수(보통주),"23,200,000","23,200,000","23,200,000","23,200,000","23,200,000"
