주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,388,447,478,553,703
영업이익,-11,16,14,-55,24
영업이익(발표기준),-11,16,14,-55,24
세전계속사업이익,-20,14,11,-69,29
당기순이익,-18,12,9,-78,40
  당기순이익(지배),-18,12,9,-72,40
  당기순이익(비지배),,,,-6,-1
자산총계,435,498,710,918,939
부채총계,170,185,336,590,495
자본총계,265,313,374,328,444
  자본총계(지배),265,313,374,331,441
  자본총계(비지배),,,,-3,3
자본금,41,44,49,52,57
영업활동현금흐름,-28,30,36,-16,-10
투자활동현금흐름,-38,-44,-39,-141,-6
재무활동현금흐름,73,16,121,186,-34
CAPEX,25,29,32,64,45
FCF,-53,0,4,-80,-55
이자발생부채,125,104,239,473,384
영업이익률,-2.73,3.52,2.92,-9.93,3.35
순이익률,-4.68,2.79,1.97,-14.12,5.63
ROE(%),-6.75,4.31,2.75,-20.52,10.46
ROA(%),-4.47,2.67,1.56,-9.59,4.26
부채비율,64.18,58.96,89.94,180.09,111.29
자본유보율,541.24,608.13,659.51,533.30,670.32
EPS(원),-44,29,20,-141,74
PER(배),N/A,44.95,89.02,N/A,23.52
BPS(원),641,709,763,639,779
PBR(배),2.78,1.82,2.35,2.22,2.25
현금DPS(원),0,0,0,0,0
현금배당수익률,0.00,0.00,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"41,325,206","44,209,006","48,975,822","51,782,343","56,624,589"
