주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,311","1,324","1,308","1,331","1,452"
영업이익,22,9,5,27,34
영업이익(발표기준),22,9,5,27,34
세전계속사업이익,46,22,-40,33,668
당기순이익,45,7,-33,80,519
  당기순이익(지배),45,7,-33,78,516
  당기순이익(비지배),,,-1,2,4
자산총계,"2,990","2,860","2,821","2,983","3,680"
부채총계,"1,085",978,967,"1,063","1,261"
자본총계,"1,905","1,881","1,854","1,920","2,419"
  자본총계(지배),"1,905","1,881","1,834","1,899","2,419"
  자본총계(비지배),,,19,21,
자본금,420,420,420,420,420
영업활동현금흐름,213,158,127,231,561
투자활동현금흐름,47,-31,-36,-128,-1
재무활동현금흐름,-306,-184,-38,-16,-63
CAPEX,41,12,16,21,20
FCF,172,147,111,210,541
이자발생부채,198,23,18,16,6
영업이익률,1.65,0.65,0.38,2.01,2.32
순이익률,3.46,0.52,-2.53,6.01,35.78
ROE(%),2.43,0.37,-1.75,4.18,23.89
ROA(%),1.48,0.24,-1.17,2.76,15.59
부채비율,56.93,52.01,52.18,55.39,52.13
자본유보율,353.84,349.96,339.04,354.41,477.62
EPS(원),108,16,-78,186,"1,228"
PER(배),19.39,127.68,N/A,16.16,2.40
BPS(원),"4,536","4,479","4,368","4,521","5,759"
PBR(배),0.46,0.47,0.47,0.66,0.51
현금DPS(원),20,20,10,30,50
현금배당수익률,0.95,0.95,0.49,1.00,1.69
현금배당성향(%),18.51,121.60,-12.90,16.16,4.07
발행주식수(보통주),"42,000,000","42,000,000","42,000,000","42,000,000","42,000,000"
