주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,"1,314","1,379","1,561","1,326","1,504"
영업이익,80,28,115,159,94
영업이익(발표기준),80,28,115,159,94
세전계속사업이익,51,25,135,94,108
당기순이익,38,19,107,77,85
  당기순이익(지배),38,19,107,77,85
  당기순이익(비지배),,,,,
자산총계,"1,253","1,337","1,328","1,375","1,408"
부채총계,177,316,238,262,249
자본총계,"1,076","1,022","1,090","1,114","1,159"
  자본총계(지배),"1,076","1,022","1,090","1,114","1,159"
  자본총계(비지배),,,,,
자본금,77,77,92,94,94
영업활동현금흐름,89,52,70,226,22
투자활동현금흐름,-26,-220,-52,4,-16
재무활동현금흐름,-39,34,-71,-30,-62
CAPEX,17,131,70,17,17
FCF,72,-78,0,209,5
이자발생부채,57,154,126,151,125
영업이익률,6.12,2.04,7.39,11.96,6.27
순이익률,2.88,1.36,6.86,5.81,5.66
ROE(%),3.54,1.79,10.14,6.99,7.50
ROA(%),3.00,1.45,8.03,5.70,6.12
부채비율,16.41,30.90,21.84,23.48,21.50
자본유보율,"1,370.86","1,321.02","1,165.47","1,183.60","1,242.13"
EPS(원),200,100,567,408,451
PER(배),59.40,79.51,13.68,18.54,18.43
BPS(원),"5,792","5,561","5,936","6,204","6,456"
PBR(배),2.06,1.42,1.31,1.22,1.29
현금DPS(원),244,163,146,200,200
현금배당수익률,2.05,2.06,1.88,2.65,2.41
현금배당성향(%),110.40,158.11,24.99,46.60,36.68
발행주식수(보통주),"18,893,576","18,893,576","18,893,576","18,893,576","18,893,576"
