주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"1,931","2,931","3,493","3,363","4,873","5,676","6,191","6,688"
영업이익,222,383,465,438,967,"1,272","1,382","1,402"
영업이익(발표기준),222,383,465,438,967,,,
세전계속사업이익,211,379,452,322,"1,001","1,282","1,386","1,390"
당기순이익,173,305,345,252,802,"1,007","1,087","1,076"
  당기순이익(지배),173,305,345,252,802,"1,008","1,087","1,076"
  당기순이익(비지배),,,,,,,,
자산총계,"2,230","3,012","3,374","3,186","4,506","5,551","6,661","7,517"
부채총계,977,"1,545","1,568","1,161","1,420","1,524","1,617","1,573"
자본총계,"1,253","1,467","1,806","2,025","3,086","4,026","5,044","5,694"
  자본총계(지배),"1,253","1,467","1,806","2,025","3,086","4,026","5,044","5,944"
  자본총계(비지배),,,,,,,,
자본금,43,45,46,48,98,99,99,99
영업활동현금흐름,224,514,444,328,608,"1,082","1,192","1,249"
투자활동현금흐름,-116,-438,-593,127,-230,-362,-335,-381
재무활동현금흐름,-183,451,-79,-405,140,-9,-71,-82
CAPEX,115,416,188,175,193,339,268,400
FCF,109,98,256,154,415,654,958,885
이자발생부채,530,"1,069","1,064",717,643,,,
영업이익률,11.48,13.07,13.31,13.04,19.85,22.41,22.32,20.96
순이익률,8.96,10.39,9.89,7.50,16.46,17.75,17.56,16.08
ROE(%),,22.40,21.10,13.17,31.38,28.34,23.97,19.58
ROA(%),,11.62,10.82,7.69,20.85,20.03,17.81,15.17
부채비율,77.92,105.33,86.79,57.36,46.02,37.85,32.05,27.63
자본유보율,"2,785.53","3,382.03","4,022.07","4,438.30","2,990.46",,,
EPS(원),"1,523","1,559","1,767","1,290","4,091","5,033","5,401","5,345"
PER(배),25.81,11.43,14.73,17.67,11.28,9.19,8.56,8.65
BPS(원),"6,447","7,583","9,350","10,568","15,712","20,005","25,063","29,534"
PBR(배),6.10,2.35,2.78,2.16,2.94,2.31,1.85,1.57
현금DPS(원),0,0,0,0,350,354,360,372
현금배당수익률,0.00,0.00,0.00,0.00,0.76,0.77,0.78,0.81
현금배당성향(%),0.00,0.00,0.00,0.00,8.57,7.08,6.67,6.97
발행주식수(보통주),"19,441,789","19,551,658","19,551,658","19,551,658","19,641,658",,,
