주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,111,77,131,106,134
영업이익,14,-16,-13,6,-35
영업이익(발표기준),14,-16,-13,6,-35
세전계속사업이익,11,-23,-96,-7,-83
당기순이익,9,-6,-116,-7,-83
  당기순이익(지배),9,-8,-114,-7,-81
  당기순이익(비지배),,2,-2,0,-3
자산총계,481,588,335,441,654
부채총계,377,363,226,214,358
자본총계,104,225,109,227,296
  자본총계(지배),85,209,108,226,285
  자본총계(비지배),19,,0,1,10
자본금,9,13,13,16,59
영업활동현금흐름,8,45,-13,8,-24
투자활동현금흐름,-149,-80,4,-125,-131
재무활동현금흐름,114,58,44,94,208
CAPEX,14,1,54,20,3
FCF,-6,44,-68,-12,-27
이자발생부채,225,175,66,76,208
영업이익률,12.59,-20.64,-10.02,5.35,-25.88
순이익률,7.88,-7.62,-88.50,-6.29,-61.91
ROE(%),,-5.53,-71.91,-4.05,-31.49
ROA(%),,-1.09,-25.04,-1.71,-15.20
부채비율,363.08,160.82,207.37,94.36,121.15
자본유보율,833.41,"1,505.61",674.07,"1,424.25",426.24
EPS(원),33,-26,-300,-16,-143
PER(배),32.39,N/A,N/A,N/A,N/A
BPS(원),311,551,280,469,483
PBR(배),3.40,2.24,6.94,3.77,4.15
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"27,172,552","37,876,208","38,674,309","48,212,468","59,116,184"
