주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,133,153,236,202,211
영업이익,6,34,50,45,44
영업이익(발표기준),6,34,50,45,44
세전계속사업이익,10,42,-8,65,101
당기순이익,10,44,-15,52,96
  당기순이익(지배),9,42,-18,50,95
  당기순이익(비지배),1,2,3,2,1
자산총계,320,363,380,560,668
부채총계,21,30,60,190,202
자본총계,299,333,319,370,466
  자본총계(지배),296,328,311,360,455
  자본총계(비지배),3,5,8,10,10
자본금,16,16,16,16,16
영업활동현금흐름,16,32,81,33,57
투자활동현금흐름,-19,-31,-52,-146,46
재무활동현금흐름,,-1,0,93,-10
CAPEX,1,1,0,2,1
FCF,15,31,80,31,55
이자발생부채,0,7,6,147,146
영업이익률,4.36,22.42,21.09,22.30,21.09
순이익률,7.32,28.71,-6.46,25.86,45.37
ROE(%),3.09,13.44,-5.59,14.99,23.26
ROA(%),2.96,12.90,-4.10,11.10,15.59
부채비율,7.18,8.88,18.92,51.34,43.44
자본유보율,"1,984.80","2,218.12","2,109.36","2,433.26","3,011.28"
EPS(원),279,"1,276",-544,"1,533","2,890"
PER(배),40.65,7.69,N/A,12.23,6.89
BPS(원),"10,572","11,723","11,338","13,245","16,734"
PBR(배),1.07,0.84,1.83,1.42,1.19
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"3,283,714","3,283,714","3,283,714","3,283,714","3,283,714"
