주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,643","1,519","1,478","1,319","1,301"
영업이익,184,146,127,61,-51
영업이익(발표기준),184,146,127,61,-51
세전계속사업이익,144,149,133,54,-10
당기순이익,123,128,107,33,-4
  당기순이익(지배),123,128,107,33,-4
  당기순이익(비지배),,,,,
자산총계,"1,498","1,456","1,439","1,512","1,600"
부채총계,647,508,414,486,579
자본총계,851,947,"1,025","1,026","1,021"
  자본총계(지배),851,947,"1,025","1,026","1,021"
  자본총계(비지배),,,,,
자본금,58,58,58,58,58
영업활동현금흐름,172,279,138,46,11
투자활동현금흐름,-133,-127,-22,-71,-2
재무활동현금흐름,-27,-134,-126,3,97
CAPEX,116,84,81,69,88
FCF,56,195,56,-23,-77
이자발생부채,393,286,205,238,356
영업이익률,11.18,9.59,8.58,4.66,-3.94
순이익률,7.47,8.40,7.23,2.52,-0.31
ROE(%),15.18,14.18,10.84,3.24,-0.40
ROA(%),8.42,8.63,7.39,2.25,-0.26
부채비율,76.02,53.69,40.36,47.39,56.65
자본유보율,"1,401.06","1,574.63","1,707.23","1,719.45","1,678.78"
EPS(원),"1,068","1,109",930,288,-35
PER(배),6.58,4.88,6.65,25.72,N/A
BPS(원),"7,398","8,236","8,912","8,921","8,880"
PBR(배),0.95,0.66,0.69,0.83,0.75
현금DPS(원),250,280,230,170,120
현금배당수익률,3.56,5.18,3.72,2.29,1.80
현금배당성향(%),23.42,25.25,24.74,58.92,-340.40
발행주식수(보통주),"11,500,000","11,500,000","11,500,000","11,500,000","11,500,000"
