주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,859,994,998,923,849
영업이익,23,62,44,37,0
영업이익(발표기준),23,62,44,37,0
세전계속사업이익,16,53,39,33,-1
당기순이익,14,41,29,33,-2
  당기순이익(지배),14,41,29,33,-2
  당기순이익(비지배),,,,,
자산총계,496,528,585,866,"1,054"
부채총계,300,293,218,454,410
자본총계,196,235,367,412,645
  자본총계(지배),196,235,367,412,645
  자본총계(비지배),,,,,
자본금,38,38,52,54,79
영업활동현금흐름,62,15,83,38,78
투자활동현금흐름,-22,-17,-35,-198,-269
재무활동현금흐름,-39,4,42,256,160
CAPEX,26,22,32,120,44
FCF,35,-6,50,-82,34
이자발생부채,129,133,75,327,256
영업이익률,2.65,6.25,4.38,4.01,0.06
순이익률,1.62,4.10,2.95,3.58,-0.21
ROE(%),7.49,18.89,9.78,8.48,-0.34
ROA(%),2.73,7.96,5.29,4.55,-0.19
부채비율,152.53,124.70,59.46,110.29,63.52
자본유보율,382.80,483.43,586.58,645.03,704.52
EPS(원),163,471,300,276,-13
PER(배),,,24.40,26.84,N/A
BPS(원),"2,270","2,718","3,145","3,402","4,090"
PBR(배),0.00,0.00,2.33,2.18,1.25
현금DPS(원),0,0,0,0,
현금배당수익률,,,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"8,653,453","8,653,453","11,663,056","12,101,348","15,768,000"
