주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"1,231","1,440","3,845","4,272","5,031","6,840","7,800","9,920"
영업이익,-210,-353,-206,290,264,601,688,967
영업이익(발표기준),-210,-353,-206,290,264,,,
세전계속사업이익,813,-606,-368,92,-817,504,628,904
당기순이익,963,-602,-371,122,-868,428,515,705
  당기순이익(지배),972,-453,-218,84,-505,403,515,705
  당기순이익(비지배),-9,-149,-153,38,-363,,,
자산총계,"5,305","5,381","6,279","6,600","7,394","9,911","10,633","11,645"
부채총계,"2,811","3,124","4,322","4,263","5,593","3,113","3,320","3,626"
자본총계,"2,494","2,257","1,958","2,337","1,801","6,798","7,313","8,019"
  자본총계(지배),"1,615","1,492","1,345","1,686","1,404","6,402","6,917","7,622"
  자본총계(비지배),879,,612,651,397,,,
자본금,84,132,139,175,183,294,294,294
영업활동현금흐름,-164,-134,191,-575,"1,376",555,669,"1,296"
투자활동현금흐름,-93,-556,-221,-16,-487,"-1,062","-1,865","-1,998"
재무활동현금흐름,429,496,119,590,-47,"5,045",100,0
CAPEX,17,542,34,31,354,"1,050","1,853","1,984"
FCF,-182,-676,157,-607,"1,022",-497,"-1,185",-690
이자발생부채,"2,234","2,372","2,687","3,036","2,989",,,
영업이익률,-17.04,-24.54,-5.36,6.80,5.25,8.79,8.82,9.75
순이익률,78.21,-41.80,-9.66,2.87,-17.26,6.26,6.60,7.11
ROE(%),,-29.18,-15.40,5.54,-32.71,10.32,7.73,9.70
ROA(%),,-11.26,-6.37,1.90,-12.41,4.95,5.01,6.33
부채비율,112.69,138.40,220.73,182.43,310.59,45.79,45.40,45.22
자본유보율,"1,680.76",944.21,786.86,789.81,502.28,,,
EPS(원),"5,045","-2,012",-796,270,"-1,404",932,996,"1,363"
PER(배),0.99,N/A,N/A,79.56,N/A,21.25,19.88,14.52
BPS(원),"8,383","5,645","4,829","4,805","3,839","12,381","13,377","14,741"
PBR(배),0.60,0.81,0.93,4.46,5.57,1.60,1.48,1.34
현금DPS(원),0,0,0,0,,0,0,0
현금배당수익률,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,,,,
발행주식수(보통주),"19,262,593","26,425,409","27,863,420","35,092,674","36,574,368",,,
