주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"3,913","5,292","6,957","5,375","5,556"
영업이익,249,206,190,192,169
영업이익(발표기준),249,206,190,192,169
세전계속사업이익,290,204,-832,"1,210",270
당기순이익,212,173,-656,892,203
  당기순이익(지배),221,174,-643,893,214
  당기순이익(비지배),-9,-1,-12,-1,-10
자산총계,"3,285","4,555","5,195","4,095","4,439"
부채총계,"1,416","2,541","3,804","1,811","1,878"
자본총계,"1,870","2,013","1,391","2,283","2,561"
  자본총계(지배),"1,857","2,001","1,390","2,289","2,577"
  자본총계(비지배),13,,1,-6,-16
자본금,77,77,77,77,77
영업활동현금흐름,167,498,66,-306,304
투자활동현금흐름,-17,-141,-14,20,-25
재무활동현금흐름,-55,-37,-96,168,-230
CAPEX,28,45,50,9,41
FCF,139,454,16,-316,264
이자발생부채,250,230,189,349,220
영업이익률,6.35,3.89,2.73,3.58,3.04
순이익률,5.43,3.27,-9.43,16.59,3.66
ROE(%),12.40,9.04,-37.95,48.53,8.78
ROA(%),6.26,4.42,-13.45,19.20,4.76
부채비율,75.71,126.23,273.56,79.33,73.32
자본유보율,"2,422.72","2,605.86","1,723.72","2,906.43","3,150.29"
EPS(원),"1,430","1,127","-4,159","5,770","1,380"
PER(배),4.78,4.38,N/A,0.79,4.10
BPS(원),"12,370","13,242","9,458","15,576","18,146"
PBR(배),0.55,0.37,0.36,0.29,0.31
현금DPS(원),150,100,50,200,150
현금배당수익률,2.19,2.02,1.45,4.42,2.65
현금배당성향(%),10.18,8.67,-0.73,3.29,9.98
발행주식수(보통주),"15,470,000","15,470,000","15,470,000","15,470,000",
