주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,349,483,494,457,562
영업이익,-4,13,10,18,28
영업이익(발표기준),-4,13,10,18,28
세전계속사업이익,-15,10,6,9,26
당기순이익,-17,9,5,21,18
  당기순이익(지배),-17,9,5,21,18
  당기순이익(비지배),0,0,0,0,0
자산총계,479,600,591,654,615
부채총계,296,259,246,282,228
자본총계,183,341,345,372,388
  자본총계(지배),183,341,345,372,388
  자본총계(비지배),0,,0,0,0
자본금,76,136,136,136,136
영업활동현금흐름,20,-5,39,65,72
투자활동현금흐름,-32,-81,27,-20,-29
재무활동현금흐름,-18,118,-11,5,-47
CAPEX,2,1,2,1,3
FCF,18,-7,36,64,69
이자발생부채,159,130,121,126,77
영업이익률,-1.04,2.61,1.97,3.92,5.02
순이익률,-4.83,1.91,1.08,4.65,3.22
ROE(%),-8.88,3.50,1.58,5.97,4.75
ROA(%),-3.55,1.70,0.90,3.41,2.86
부채비율,161.45,75.91,71.51,75.72,58.74
자본유보율,171.95,168.06,170.73,190.80,202.35
EPS(원),-93,45,20,78,66
PER(배),N/A,30.74,75.55,18.12,36.62
BPS(원),"1,062","1,290","1,303","1,408","1,467"
PBR(배),2.02,1.08,1.15,1.01,1.65
현금DPS(원),0,,,,
현금배당수익률,0.00,,,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"18,101,639","27,275,020","27,275,020","27,275,020","27,275,020"
