주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,061","1,124","1,036","1,288","1,263"
영업이익,31,57,-49,86,59
영업이익(발표기준),31,57,-49,86,59
세전계속사업이익,4,56,-146,53,90
당기순이익,7,47,-126,40,71
  당기순이익(지배),7,47,-126,41,71
  당기순이익(비지배),,,0,0,-1
자산총계,"1,139","1,231","1,273","1,327","1,369"
부채총계,621,664,819,715,655
자본총계,518,566,454,611,714
  자본총계(지배),518,566,454,611,714
  자본총계(비지배),,,0,0,
자본금,54,54,55,68,71
영업활동현금흐름,81,-27,27,219,36
투자활동현금흐름,-163,-98,-197,-18,-80
재무활동현금흐름,68,146,148,-93,82
CAPEX,174,105,112,99,55
FCF,-93,-132,-85,120,-19
이자발생부채,411,546,620,446,454
영업이익률,2.97,5.08,-4.75,6.64,4.66
순이익률,0.68,4.21,-12.14,3.14,5.60
ROE(%),1.38,8.72,-24.61,7.66,10.78
ROA(%),0.66,3.99,-10.05,3.11,5.25
부채비율,119.77,117.30,180.36,117.02,91.71
자본유보율,898.16,998.16,760.84,864.16,962.60
EPS(원),67,439,"-1,157",325,508
PER(배),82.23,9.92,N/A,16.51,9.22
BPS(원),"4,935","5,472","4,286","4,832","5,446"
PBR(배),1.12,0.80,1.27,1.11,0.86
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"10,711,272","10,834,424","11,094,501","13,532,347","14,198,704"
