주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,223","1,369","1,350","1,352","1,098"
영업이익,11,38,149,142,46
영업이익(발표기준),11,38,149,142,46
세전계속사업이익,-37,27,142,97,68
당기순이익,-31,15,107,77,51
  당기순이익(지배),-31,15,107,77,51
  당기순이익(비지배),0,0,0,0,0
자산총계,"1,080","1,034","1,095","1,237","1,093"
부채총계,629,570,531,614,410
자본총계,452,463,563,624,683
  자본총계(지배),448,460,560,620,680
  자본총계(비지배),3,,3,3,3
자본금,82,82,82,82,82
영업활동현금흐름,6,-20,234,37,201
투자활동현금흐름,-22,-19,-26,-51,-45
재무활동현금흐름,49,2,-55,50,-158
CAPEX,28,19,21,53,48
FCF,-22,-39,212,-16,153
이자발생부채,395,401,353,432,281
영업이익률,0.88,2.80,11.05,10.49,4.17
순이익률,-2.50,1.10,7.95,5.73,4.66
ROE(%),-6.54,3.33,21.06,13.09,7.92
ROA(%),-2.86,1.42,10.09,6.64,4.39
부채비율,139.21,123.12,94.32,98.36,60.10
자본유보율,451.82,466.93,586.36,671.69,735.01
EPS(원),-187,93,658,473,315
PER(배),N/A,19.91,8.35,12.16,12.09
BPS(원),"2,854","2,930","3,562","4,032","4,402"
PBR(배),0.67,0.63,1.54,1.43,0.87
현금DPS(원),25,25,50,50,50
현금배당수익률,1.31,1.36,0.91,0.87,1.31
현금배당성향(%),-12.85,25.94,7.32,9.96,14.99
발행주식수(보통주),"16,334,678","16,334,678","16,334,678","16,334,678","16,334,678"
