주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"2,228","1,937","1,869","2,282","2,559","3,131","3,848","4,760"
영업이익,415,251,244,379,362,614,743,"1,020"
영업이익(발표기준),415,251,244,379,362,,,
세전계속사업이익,480,228,128,407,219,569,720,930
당기순이익,394,186,113,329,171,456,562,730
  당기순이익(지배),380,201,109,321,180,493,581,710
  당기순이익(비지배),14,-15,5,9,-9,,,
자산총계,"3,424","3,359","3,793","4,160","5,088","5,467","5,970","7,130"
부채총계,"1,898","1,722","1,908","1,997","2,783","2,723","2,713","3,080"
자본총계,"1,526","1,637","1,886","2,163","2,304","2,743","3,257","4,050"
  자본총계(지배),"1,509","1,635","1,753","2,024","2,172","2,623","3,153","3,880"
  자본총계(비지배),17,,132,139,132,,,
자본금,93,95,97,97,98,100,100,100
영업활동현금흐름,262,395,205,251,24,653,473,850
투자활동현금흐름,-492,-334,-84,-252,-647,-260,-350,-640
재무활동현금흐름,279,-62,-82,149,528,-177,-200,-80
CAPEX,327,249,32,203,550,143,217,440
FCF,-66,146,173,48,-526,470,370,
이자발생부채,"1,311","1,345","1,385","1,558","2,159",,,
영업이익률,18.64,12.95,13.06,16.62,14.15,19.62,19.31,21.43
순이익률,17.68,9.58,6.06,14.43,6.69,14.58,14.61,15.34
ROE(%),29.18,12.77,6.41,16.97,8.58,20.55,20.10,20.19
ROA(%),12.91,5.47,3.16,8.28,3.70,8.65,9.83,11.14
부채비율,124.33,105.24,101.16,92.32,120.78,99.27,83.32,76.05
자본유보율,"1,545.14","1,727.14","1,802.48","2,070.75","2,214.44",,,
EPS(원),"2,096","1,072",566,"1,659",928,"2,541","2,995","3,662"
PER(배),9.80,8.55,24.55,14.25,24.34,8.38,7.11,5.82
BPS(원),"8,260","9,004","9,365","10,812","11,558","14,076","16,920","20,819"
PBR(배),2.49,1.02,1.48,2.19,1.96,1.51,1.26,1.02
현금DPS(원),230,230,230,230,230,270,287,230
현금배당수익률,1.12,2.51,1.65,0.97,1.02,1.27,1.35,1.08
현금배당성향(%),11.06,20.81,39.67,13.43,24.02,10.63,9.57,6.28
발행주식수(보통주),"18,401,365","18,827,732","19,318,786","19,318,786","19,388,368",,,
