주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,524,575,301,521,368
영업이익,1,37,-31,2,-101
영업이익(발표기준),1,37,-31,2,-101
세전계속사업이익,-142,106,22,31,-87
당기순이익,-366,215,16,29,-87
  당기순이익(지배),-257,142,16,29,-74
  당기순이익(비지배),-109,73,,,-12
자산총계,"1,207",774,794,840,756
부채총계,391,105,56,71,128
자본총계,816,669,737,768,628
  자본총계(지배),597,660,737,768,637
  자본총계(비지배),219,,,,-10
자본금,124,124,131,131,131
영업활동현금흐름,-71,15,-47,-32,17
투자활동현금흐름,-88,-162,66,78,31
재무활동현금흐름,193,-12,-22,3,-58
CAPEX,3,6,1,2,0
FCF,-74,9,-48,-34,17
이자발생부채,45,46,2,7,17
영업이익률,0.23,6.39,-10.29,0.37,-27.41
순이익률,-69.88,37.39,5.44,5.49,-23.60
ROE(%),-50.85,22.56,2.34,3.80,-10.60
ROA(%),-29.75,21.72,2.09,3.50,-10.89
부채비율,47.98,15.65,7.66,9.30,20.47
자본유보율,478.63,591.70,557.63,600.12,544.20
EPS(원),"-1,186",586,67,113,-293
PER(배),N/A,6.09,75.69,41.26,N/A
BPS(원),"2,469","2,730","2,898","3,021","2,583"
PBR(배),3.19,1.31,1.74,1.54,3.33
현금DPS(원),0,0,,,
현금배당수익률,0.00,0.00,,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"24,176,133","24,176,133","25,429,284","25,429,284","25,429,284"
