주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,426,328,376,246,253
영업이익,24,-20,6,-19,-46
영업이익(발표기준),24,-20,6,-19,-46
세전계속사업이익,26,-22,13,-9,-34
당기순이익,22,-14,12,-11,-31
  당기순이익(지배),22,-14,12,-11,-31
  당기순이익(비지배),,,,,
자산총계,730,694,719,708,720
부채총계,109,103,115,115,157
자본총계,621,591,604,594,563
  자본총계(지배),621,591,604,594,563
  자본총계(비지배),,,,,
자본금,75,75,75,75,75
영업활동현금흐름,57,54,42,19,6
투자활동현금흐름,-52,-62,29,-79,-6
재무활동현금흐름,-57,-5,-2,9,10
CAPEX,43,75,36,27,34
FCF,14,-21,6,-8,-28
이자발생부채,41,51,53,64,76
영업이익률,5.65,-5.96,1.57,-7.77,-18.34
순이익률,5.22,-4.41,3.18,-4.31,-12.38
ROE(%),3.60,-2.38,2.00,-1.77,-5.42
ROA(%),2.97,-2.03,1.69,-1.48,-4.39
부채비율,17.51,17.36,19.11,19.33,27.85
자본유보율,721.01,687.70,704.64,690.34,648.48
EPS(원),148,-96,80,-71,-209
PER(배),28.69,N/A,77.40,N/A,N/A
BPS(원),"4,139","3,941","4,024","3,958","3,753"
PBR(배),1.03,1.08,1.53,3.09,2.69
현금DPS(원),234,,,,
현금배당수익률,5.50,,,,
현금배당성향(%),157.78,0.00,0.00,0.00,
발행주식수(보통주),"15,000,000","15,000,000","15,000,000","15,000,000","15,000,000"
