주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"1,973","2,665","2,631","5,256","6,241","7,191","8,081","9,124"
영업이익,296,412,274,412,868,"1,173","1,351","1,539"
영업이익(발표기준),296,412,274,412,868,,,
세전계속사업이익,369,477,1,221,840,"1,122","1,312","1,532"
당기순이익,294,412,36,155,625,853,"1,004","1,175"
  당기순이익(지배),289,405,26,258,588,755,928,"1,106"
  당기순이익(비지배),5,7,10,-104,38,,,
자산총계,"2,569","3,595","6,410","7,431","8,236","9,134","10,185","11,368"
부채총계,759,"1,384","3,538","4,405","4,438","4,536","4,648","4,802"
자본총계,"1,810","2,211","2,872","3,026","3,798","4,598","5,537","6,566"
  자본총계(지배),"1,709","2,104","2,130","2,384","3,077","3,812","4,708","5,658"
  자본총계(비지배),100,,742,642,721,,,
자본금,131,131,131,131,131,131,131,130
영업활동현금흐름,185,260,347,990,"1,049","1,277","1,486","1,573"
투자활동현금흐름,-110,-709,"-3,284",-224,-532,-910,-547,-424
재무활동현금흐름,28,417,"2,904",-358,-378,-162,-109,0
CAPEX,382,585,497,365,570,940,625,455
FCF,-197,-326,-150,625,479,507,909,"1,118"
이자발생부채,267,838,"3,059","2,660","2,847",,,
영업이익률,15.01,15.46,10.40,7.84,13.90,16.31,16.72,16.87
순이익률,14.90,15.46,1.39,2.94,10.02,11.87,12.43,12.88
ROE(%),18.11,21.25,1.23,11.44,21.52,21.93,21.78,21.34
ROA(%),12.25,13.36,0.73,2.23,7.98,9.82,10.40,10.91
부채비율,41.94,62.57,123.19,145.55,116.86,98.66,83.95,73.14
자본유보율,"1,210.27","1,518.05","1,542.01","1,731.67","2,188.09",,,
EPS(원),"1,100","1,541",99,982,"2,235","2,873","3,529","4,207"
PER(배),15.00,6.49,157.36,21.64,12.80,11.90,9.69,8.13
BPS(원),"6,503","8,003","8,103","9,070","11,705","14,501","17,908","21,522"
PBR(배),2.54,1.25,1.93,2.34,2.44,2.36,1.91,1.59
현금DPS(원),0,0,0,0,150,100,100,75
현금배당수익률,0.00,0.00,0.00,0.00,0.52,0.29,0.29,0.22
현금배당성향(%),0.00,0.00,0.00,0.00,6.71,3.48,2.83,1.78
발행주식수(보통주),"26,288,000","26,288,000","26,288,000","26,288,000","26,288,000",,,
