주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,281,101,246,212,161
영업이익,149,-163,15,37,26
영업이익(발표기준),149,-163,15,37,26
세전계속사업이익,126,-177,67,35,-35
당기순이익,96,-139,51,22,-28
  당기순이익(지배),96,-139,51,22,-28
  당기순이익(비지배),,,,,
자산총계,"1,421","1,301","1,332","1,456","1,453"
부채총계,283,250,214,163,121
자본총계,"1,139","1,052","1,118","1,293","1,332"
  자본총계(지배),"1,139","1,052","1,118","1,293","1,332"
  자본총계(비지배),,,,,
자본금,671,700,700,840,889
영업활동현금흐름,-2,-235,-252,-93,142
투자활동현금흐름,-2,-7,0,-3,-55
재무활동현금흐름,542,-5,-31,87,-2
CAPEX,2,0,1,1,0
FCF,,,,,
이자발생부채,233,185,160,102,64
영업이익률,52.87,-161.34,6.21,17.61,15.82
순이익률,34.22,-137.89,20.68,10.63,-17.55
ROE(%),10.98,-12.70,4.70,1.87,-2.15
ROA(%),8.81,-10.22,3.87,1.61,-1.94
부채비율,24.83,23.74,19.19,12.62,9.06
자본유보율,72.41,52.74,62.17,56.12,51.73
EPS(원),85,-102,36,14,-17
PER(배),10.94,N/A,19.22,39.10,N/A
BPS(원),873,772,820,788,765
PBR(배),1.07,0.80,0.85,0.70,0.76
현금DPS(원),0,0,0,0,0
현금배당수익률,0.00,0.00,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"134,101,053","139,998,322","139,998,322","167,901,923","177,897,598"
