주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,133,168,199,112,154
영업이익,11,23,25,2,6
영업이익(발표기준),11,23,25,2,6
세전계속사업이익,10,24,26,-16,7
당기순이익,9,20,21,-16,7
  당기순이익(지배),9,20,21,-16,7
  당기순이익(비지배),,,,,
자산총계,140,185,195,224,246
부채총계,31,60,53,20,35
자본총계,109,126,141,204,211
  자본총계(지배),109,126,141,204,211
  자본총계(비지배),,,,,
자본금,10,10,10,18,18
영업활동현금흐름,11,14,40,-8,0
투자활동현금흐름,-1,10,-43,35,-26
재무활동현금흐름,-3,-3,-7,-6,-2
CAPEX,0,1,13,2,3
FCF,10,13,28,-10,-2
이자발생부채,0,0,2,3,3
영업이익률,8.41,13.44,12.29,1.96,3.75
순이익률,6.45,11.59,10.36,-14.38,4.35
ROE(%),8.07,16.63,15.49,-9.35,3.23
ROA(%),6.50,11.99,10.87,-7.72,2.85
부채비율,28.43,47.60,37.86,9.57,16.64
자본유보율,991.07,"1,156.18","1,312.88","1,004.47","1,040.72"
EPS(원),48,109,115,-90,36
PER(배),,,,N/A,74.36
BPS(원),610,702,789,"1,104","1,141"
PBR(배),,,,2.72,2.36
현금DPS(원),17,28,28,0,
현금배당수익률,,,1.35,0.00,
현금배당성향(%),34.98,25.63,24.19,0.00,
발행주식수(보통주),"17,900,148","17,900,148","17,900,148","18,499,148","18,499,148"
