주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,226","1,169","1,286","1,472","2,079"
영업이익,72,28,52,66,55
영업이익(발표기준),72,28,52,66,55
세전계속사업이익,60,43,58,17,32
당기순이익,68,45,54,2,24
  당기순이익(지배),68,45,54,2,24
  당기순이익(비지배),,,,,
자산총계,531,825,"1,063","1,202","1,571"
부채총계,214,351,532,468,729
자본총계,317,474,531,734,843
  자본총계(지배),317,474,531,734,843
  자본총계(비지배),,,,,
자본금,101,120,120,162,176
영업활동현금흐름,25,27,40,40,22
투자활동현금흐름,-18,-48,-439,-1,-318
재무활동현금흐름,-13,265,147,8,279
CAPEX,9,8,19,21,88
FCF,16,19,21,20,-66
이자발생부채,40,162,320,183,267
영업이익률,5.88,2.37,4.01,4.48,2.63
순이익률,5.54,3.88,4.21,0.14,1.14
ROE(%),23.89,11.45,10.78,0.33,3.02
ROA(%),13.31,6.68,5.74,0.19,1.71
부채비율,67.61,73.99,100.12,63.70,86.43
자본유보율,216.24,297.10,344.34,346.18,369.40
EPS(원),672,403,451,15,143
PER(배),,8.45,9.33,384.45,38.91
BPS(원),"3,139","3,952","4,424","4,521","4,788"
PBR(배),0.00,0.86,0.95,1.30,1.16
현금DPS(원),0,0,0,0,
현금배당수익률,,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"10,117,117","12,009,614","12,009,614","16,243,783","17,611,170"
