주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,836,685,754,556,619
영업이익,23,-18,5,-27,28
영업이익(발표기준),23,-18,5,-27,28
세전계속사업이익,18,-15,8,-27,34
당기순이익,17,-16,9,-25,32
  당기순이익(지배),17,-16,9,-25,32
  당기순이익(비지배),0,0,0,0,0
자산총계,989,998,"1,059","1,058","1,142"
부채총계,182,222,277,290,336
자본총계,806,776,782,768,806
  자본총계(지배),810,779,786,767,805
  자본총계(비지배),-4,,-4,0,0
자본금,70,70,70,70,70
영업활동현금흐름,60,120,5,5,32
투자활동현금흐름,-87,-78,-100,-19,-32
재무활동현금흐름,37,15,51,41,-5
CAPEX,78,64,94,5,19
FCF,-17,56,-89,-1,13
이자발생부채,57,83,140,188,210
영업이익률,2.71,-2.58,0.60,-4.88,4.57
순이익률,2.00,-2.32,1.20,-4.41,5.19
ROE(%),2.07,-2.00,1.15,-3.16,4.08
ROA(%),1.72,-1.60,0.88,-2.32,2.92
부채비율,22.61,28.67,35.39,37.84,41.77
자본유보율,"1,095.64","1,056.80","1,035.77","1,007.94","1,062.53"
EPS(원),120,-114,64,-176,230
PER(배),38.31,N/A,51.51,N/A,21.95
BPS(원),"5,814","5,594","5,642","5,509","5,781"
PBR(배),0.79,0.61,0.59,0.56,0.87
현금DPS(원),80,0,50,0,60
현금배당수익률,1.74,0.00,1.51,0.00,1.19
현금배당성향(%),66.63,0.00,77.57,0.00,26.08
발행주식수(보통주),"13,931,609","13,931,609","13,931,609","13,931,609","13,931,609"
