주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,341,436,540,522,405
영업이익,-60,-49,37,61,-57
영업이익(발표기준),-60,-49,37,61,-57
세전계속사업이익,-111,-81,4,-12,-96
당기순이익,-106,-76,-19,-13,-97
  당기순이익(지배),-106,-76,-19,-13,-97
  당기순이익(비지배),,,,,
자산총계,703,702,709,651,622
부채총계,331,399,424,362,433
자본총계,371,303,285,289,190
  자본총계(지배),371,303,285,289,190
  자본총계(비지배),,,,,
자본금,42,42,42,43,43
영업활동현금흐름,-11,-12,30,57,-17
투자활동현금흐름,54,-42,33,-3,-11
재무활동현금흐름,-95,57,-34,20,15
CAPEX,14,6,1,5,12
FCF,-26,-18,29,53,-28
이자발생부채,220,267,265,271,294
영업이익률,-17.52,-11.27,6.79,11.70,-14.12
순이익률,-31.06,-17.50,-3.46,-2.57,-23.95
ROE(%),-28.62,-22.61,-6.36,-4.68,-40.53
ROA(%),-13.39,-10.86,-2.65,-1.97,-15.22
부채비율,89.30,131.57,149.17,125.59,228.36
자본유보율,785.48,614.40,570.57,576.93,344.78
EPS(원),"-1,338",-901,-220,-158,"-1,137"
PER(배),N/A,N/A,N/A,N/A,N/A
BPS(원),"4,427","3,572","3,353","3,385","2,224"
PBR(배),2.47,1.62,2.01,3.24,3.53
현금DPS(원),15,0,15,,
현금배당수익률,0.14,0.00,0.22,,
현금배당성향(%),-1.19,0.00,-6.81,0.00,
발행주식수(보통주),"8,384,543","8,485,499","8,485,499","8,524,523","8,524,523"
