주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,,16,33,46,100
영업이익,,-26,-21,-51,-111
영업이익(발표기준),,-26,-21,-51,-111
세전계속사업이익,,-45,-113,-37,-138
당기순이익,,-45,-113,-37,-139
  당기순이익(지배),,-45,-113,-37,-139
  당기순이익(비지배),,,,,
자산총계,,27,124,305,749
부채총계,,60,12,28,584
자본총계,,-33,113,277,166
  자본총계(지배),,-33,113,277,165
  자본총계(비지배),,,,,0
자본금,,1,19,67,69
영업활동현금흐름,,-13,-12,-55,-69
투자활동현금흐름,,13,-85,43,-152
재무활동현금흐름,,-1,119,190,507
CAPEX,,2,3,7,19
FCF,,-16,-15,-62,-88
이자발생부채,,9,3,12,201
영업이익률,,-165.60,-62.70,-112.04,-111.40
순이익률,,-292.37,-341.97,-81.07,-138.68
ROE(%),,,-281.76,-19.02,-62.78
ROA(%),,,-148.89,-17.26,-26.31
부채비율,,-181.77,10.27,10.22,352.63
자본유보율,,"-6,147.55",487.00,297.18,124.81
EPS(원),,-841,"-1,706",-325,"-1,023"
PER(배),,,,N/A,N/A
BPS(원),,-590,997,"2,070","1,203"
PBR(배),,0.00,0.00,20.36,28.39
현금DPS(원),0,0,0,0,
현금배당수익률,,,,0.00,
현금배당성향(%),,0.00,0.00,0.00,
발행주식수(보통주),"4,801,440","5,007,168","11,308,794","13,368,794","13,720,283"
