주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,189,150,160,94,267
영업이익,-100,-99,27,8,15
영업이익(발표기준),-100,-99,27,8,15
세전계속사업이익,-112,-134,18,-129,86
당기순이익,-122,-143,19,-129,86
  당기순이익(지배),-122,-143,19,-129,86
  당기순이익(비지배),0,0,0,0,0
자산총계,178,248,442,738,"1,301"
부채총계,43,178,104,233,451
자본총계,135,70,338,505,849
  자본총계(지배),133,68,338,505,849
  자본총계(비지배),2,,1,1,1
자본금,41,45,83,111,137
영업활동현금흐름,-112,-129,20,-39,21
투자활동현금흐름,51,-68,-150,-78,-456
재무활동현금흐름,88,218,194,302,368
CAPEX,1,0,2,1,26
FCF,-112,-129,18,-40,-5
이자발생부채,2,121,60,70,271
영업이익률,-52.94,-65.78,17.11,8.68,5.76
순이익률,-64.80,-95.40,11.75,-137.17,32.37
ROE(%),-81.35,-142.88,9.26,-30.62,12.76
ROA(%),-64.42,-67.32,5.43,-21.85,8.47
부채비율,32.05,254.80,30.76,46.07,53.12
자본유보율,261.20,83.18,324.37,368.33,531.64
EPS(원),"-1,674","-1,627",128,-684,367
PER(배),N/A,N/A,27.93,N/A,12.55
BPS(원),"1,613",747,"2,028","2,270","3,105"
PBR(배),6.37,6.72,1.76,3.50,1.48
현금DPS(원),0,0,0,0,0
현금배당수익률,0.00,0.00,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"8,222,205","9,087,167","16,662,923","22,238,261","27,333,828"
