주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,671","1,602","1,315","1,353","1,450"
영업이익,86,124,-5,57,86
영업이익(발표기준),86,124,-5,57,86
세전계속사업이익,58,103,9,238,265
당기순이익,56,109,-3,158,205
  당기순이익(지배),56,110,-10,121,176
  당기순이익(비지배),0,0,7,36,29
자산총계,"1,309","1,508","1,574","2,056","2,473"
부채총계,556,355,428,638,811
자본총계,753,"1,153","1,147","1,418","1,663"
  자본총계(지배),752,916,891,"1,069","1,277"
  자본총계(비지배),1,237,255,349,385
자본금,79,79,79,79,82
영업활동현금흐름,29,148,-1,26,-87
투자활동현금흐름,-38,-192,42,-483,-190
재무활동현금흐름,1,143,140,246,206
CAPEX,16,11,13,11,14
FCF,13,137,-14,15,-102
이자발생부채,193,45,168,289,457
영업이익률,5.13,7.72,-0.35,4.21,5.92
순이익률,3.36,6.81,-0.20,11.64,14.16
ROE(%),7.75,13.13,-1.10,12.40,14.99
ROA(%),4.57,7.74,-0.17,8.68,9.07
부채비율,73.75,30.78,37.30,45.01,48.75
자본유보율,904.01,"1,022.28","1,017.81","1,169.68","1,370.56"
EPS(원),358,694,-63,770,"1,091"
PER(배),8.07,6.68,N/A,4.95,4.05
BPS(원),"5,021","6,197","6,018","7,204","8,222"
PBR(배),0.58,0.75,0.55,0.53,0.54
현금DPS(원),75,100,0,0,
현금배당수익률,2.60,2.16,0.00,0.00,
현금배당성향(%),19.90,13.49,0.00,0.00,
발행주식수(보통주),"15,772,574","15,772,574","15,772,574","15,772,574","16,439,898"
