주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,322,288,305,379,355
영업이익,-83,-127,-110,-52,3
영업이익(발표기준),-83,-127,-110,-52,3
세전계속사업이익,-136,-396,-162,-101,-15
당기순이익,-120,-417,-160,-100,-15
  당기순이익(지배),-107,-384,-139,-104,-13
  당기순이익(비지배),-12,-33,-21,4,-2
자산총계,823,414,272,421,534
부채총계,207,202,226,138,261
자본총계,616,212,45,283,273
  자본총계(지배),594,223,80,237,226
  자본총계(비지배),22,,-34,46,47
자본금,43,43,43,79,79
영업활동현금흐름,-84,-122,-74,-49,23
투자활동현금흐름,2,79,59,-11,-46
재무활동현금흐름,0,-1,0,182,57
CAPEX,6,4,2,2,2
FCF,-90,-126,-76,-51,21
이자발생부채,141,152,167,66,161
영업이익률,-25.90,-44.15,-35.93,-13.65,0.82
순이익률,-37.15,-145.09,-52.46,-26.39,-4.23
ROE(%),-16.53,-93.92,-91.98,-65.69,-5.53
ROA(%),-13.71,-67.44,-46.64,-28.88,-3.14
부채비율,33.55,95.01,498.03,48.94,95.53
자본유보율,"1,546.51",648.53,381.29,360.58,344.36
EPS(원),"-1,024","-3,671","-1,333",-986,-81
PER(배),N/A,N/A,N/A,N/A,N/A
BPS(원),"5,961","2,201",785,"1,528","1,456"
PBR(배),1.58,2.18,4.64,1.89,31.87
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"10,454,743","10,454,743","10,454,743","15,795,635","15,795,635"
