주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,408,425,385,318,449
영업이익,23,31,15,-5,6
영업이익(발표기준),23,31,15,-5,6
세전계속사업이익,28,43,25,3,13
당기순이익,23,34,22,5,13
  당기순이익(지배),23,34,22,5,13
  당기순이익(비지배),,,,,
자산총계,686,684,696,687,730
부채총계,114,84,79,72,106
자본총계,572,600,616,615,623
  자본총계(지배),572,600,616,615,623
  자본총계(비지배),,,,,
자본금,63,63,63,63,63
영업활동현금흐름,42,18,23,24,22
투자활동현금흐름,-11,-56,-20,-8,-33
재무활동현금흐름,-6,-6,-7,-7,-5
CAPEX,20,10,28,22,39
FCF,22,9,-5,2,-18
이자발생부채,0,0,1,0,1
영업이익률,5.67,7.23,3.91,-1.42,1.26
순이익률,5.62,8.09,5.68,1.64,2.84
ROE(%),4.07,5.87,3.59,0.85,2.06
ROA(%),3.46,5.02,3.17,0.75,1.80
부채비율,19.92,14.05,12.86,11.77,17.08
자본유보율,805.61,850.17,874.84,873.10,886.31
EPS(원),182,273,173,41,101
PER(배),17.52,25.66,32.59,135.61,50.97
BPS(원),"4,540","4,760","4,891","4,882","4,948"
PBR(배),0.70,1.47,1.16,1.15,1.04
현금DPS(원),50,50,50,35,35
현금배당수익률,1.57,0.71,0.88,0.63,0.68
현금배당성향(%),27.46,18.33,28.84,84.76,34.64
발행주식수(보통주),"12,600,000","12,600,000","12,600,000","12,600,000","12,600,000"
