주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,172,357,376,705,"3,693","2,880","4,180","4,056"
영업이익,-148,-123,-222,-61,567,503,"1,000",722
영업이익(발표기준),-148,-123,-222,-61,567,,,
세전계속사업이익,-188,-188,-128,-92,684,544,"1,017",735
당기순이익,-190,-184,-139,-59,604,436,807,598
  당기순이익(지배),-187,-180,-132,-59,604,434,802,594
  당기순이익(비지배),-2,-4,-7,0,0,,,
자산총계,"1,492","1,355","1,234","1,322","2,737","2,805","3,633","4,191"
부채총계,141,185,220,325,"1,077",946,"1,033","1,059"
자본총계,"1,350","1,170","1,014",997,"1,660","1,859","2,600","3,132"
  자본총계(지배),"1,348","1,170","1,044","1,025","1,653","1,757","2,385","2,726"
  자본총계(비지배),2,,-30,-28,7,,,
자본금,56,56,56,56,59,59,59,59
영업활동현금흐름,-86,78,-27,-40,708,235,976,741
투자활동현금흐름,77,-167,140,-17,-547,-116,-168,-160
재무활동현금흐름,49,68,-99,56,82,-53,-42,-64
CAPEX,7,14,6,13,89,82,97,107
FCF,-93,64,-32,-52,619,117,868,602
이자발생부채,91,131,153,250,569,,,
영업이익률,-86.25,-34.51,-59.01,-8.68,15.34,17.47,23.94,17.79
순이익률,-110.47,-51.49,-36.97,-8.37,16.35,15.14,19.31,14.74
ROE(%),-13.26,-14.33,-11.95,-5.70,45.11,25.42,38.75,23.26
ROA(%),-12.68,-12.92,-10.74,-4.62,29.75,15.73,25.07,15.29
부채비율,10.47,15.82,21.71,32.56,64.91,50.89,39.73,33.82
자본유보율,"2,887.16","2,660.94","2,442.51","2,416.88","3,367.35",,,
EPS(원),"-1,686","-1,613","-1,181",-526,"5,279","3,666","6,785","5,027"
PER(배),N/A,N/A,N/A,N/A,19.93,14.07,7.60,10.27
BPS(원),"13,601","11,735","10,479","10,286","15,642","16,593","22,524","25,744"
PBR(배),1.08,0.70,0.70,1.40,6.73,3.11,2.29,2.00
현금DPS(원),0,0,0,0,500,400,600,600
현금배당수익률,0.00,0.00,0.00,0.00,0.48,0.78,1.16,1.16
현금배당성향(%),0.00,0.00,0.00,0.00,8.75,10.91,8.84,11.94
발행주식수(보통주),"11,152,510","11,204,370","11,204,370","11,204,370","11,806,600",,,
