주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,431","1,229","1,769","1,892","1,366"
영업이익,147,95,149,163,73
영업이익(발표기준),147,95,149,163,73
세전계속사업이익,156,125,158,173,98
당기순이익,118,127,125,138,88
  당기순이익(지배),118,127,125,138,88
  당기순이익(비지배),,,,,
자산총계,"2,456","2,541","2,604","2,540","2,600"
부채총계,618,586,524,349,333
자본총계,"1,837","1,955","2,080","2,190","2,267"
  자본총계(지배),"1,837","1,955","2,080","2,190","2,267"
  자본총계(비지배),,,,,
자본금,48,48,48,48,48
영업활동현금흐름,336,-20,53,-4,105
투자활동현금흐름,-116,-131,-54,-119,-156
재무활동현금흐름,0,-2,-2,-4,20
CAPEX,65,63,27,39,96
FCF,271,-83,26,-43,9
이자발생부채,0,0,6,9,7
영업이익률,10.31,7.72,8.40,8.62,5.31
순이익률,8.27,10.32,7.07,7.31,6.47
ROE(%),6.66,6.69,6.19,6.48,3.96
ROA(%),5.00,5.08,4.86,5.38,3.44
부채비율,33.65,29.94,25.21,15.95,14.70
자본유보율,"3,572.85","3,836.21","4,094.70","4,344.90","4,497.86"
EPS(원),"1,237","1,326","1,306","1,446",924
PER(배),9.90,9.09,10.64,10.69,16.24
BPS(원),"19,479","20,884","22,186","23,584","24,321"
PBR(배),0.63,0.58,0.63,0.66,0.62
현금DPS(원),0,0,200,200,100
현금배당수익률,0.00,0.00,1.44,1.29,0.67
현금배당성향(%),0.00,0.00,15.00,13.43,10.55
발행주식수(보통주),"9,567,333","9,567,333","9,567,333","9,567,333","9,567,333"
