주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"3,935","4,199","3,801","3,101","4,241"
영업이익,95,91,-84,-125,141
영업이익(발표기준),95,91,-84,-125,141
세전계속사업이익,41,33,-199,-296,102
당기순이익,5,15,-162,-290,90
  당기순이익(지배),3,18,-161,-245,88
  당기순이익(비지배),2,-3,-1,-46,2
자산총계,"3,430","3,350","3,616","3,470","3,874"
부채총계,"2,291","2,124","2,399","1,899","2,047"
자본총계,"1,139","1,226","1,217","1,571","1,827"
  자본총계(지배),"1,063","1,117","1,094","1,466","1,704"
  자본총계(비지배),76,,123,104,123
자본금,120,125,125,234,245
영업활동현금흐름,3,-60,61,36,-199
투자활동현금흐름,-474,-40,-96,96,-28
재무활동현금흐름,602,31,115,-4,102
CAPEX,383,125,71,45,66
FCF,-380,-186,-11,-9,-265
이자발생부채,"1,362","1,356","1,517","1,193","1,238"
영업이익률,2.42,2.17,-2.21,-4.02,3.33
순이익률,0.12,0.35,-4.27,-9.37,2.13
ROE(%),0.37,1.61,-14.57,-19.13,5.57
ROA(%),0.16,0.43,-4.66,-8.20,2.46
부채비율,201.25,173.18,197.16,120.88,112.03
자본유보율,795.42,811.97,679.48,483.68,535.76
EPS(원),10,57,-514,-711,188
PER(배),516.63,79.39,N/A,N/A,19.32
BPS(원),"3,536","3,590","3,584","3,209","3,570"
PBR(배),1.42,1.26,0.99,1.42,1.02
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"30,307,294","31,375,378","31,375,400","46,869,082","48,907,400"
