주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,155,195,209,248,291
영업이익,-5,6,19,24,41
영업이익(발표기준),-5,6,19,24,41
세전계속사업이익,-20,8,20,26,47
당기순이익,-16,8,19,19,44
  당기순이익(지배),-16,8,19,19,44
  당기순이익(비지배),,,,,
자산총계,395,425,446,727,803
부채총계,63,84,75,180,214
자본총계,331,341,371,547,590
  자본총계(지배),331,341,371,547,590
  자본총계(비지배),,,,,
자본금,63,64,64,64,64
영업활동현금흐름,-10,50,45,85,67
투자활동현금흐름,-53,-34,-65,-150,-217
재무활동현금흐름,0,,6,215,27
CAPEX,102,26,35,49,149
FCF,-112,24,10,36,-82
이자발생부채,6,0,2,46,79
영업이익률,-3.28,3.19,9.03,9.83,13.99
순이익률,-10.05,4.34,9.23,7.76,15.00
ROE(%),-5.22,2.51,5.42,4.18,7.69
ROA(%),-4.42,2.06,4.43,3.28,5.71
부채비율,19.06,24.73,20.21,32.93,36.25
자본유보율,539.49,545.94,594.00,756.19,823.13
EPS(원),-25,13,30,30,68
PER(배),N/A,122.17,45.99,150.44,54.06
BPS(원),557,565,616,856,923
PBR(배),2.68,2.87,2.26,5.29,4.01
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"63,085,340","63,861,340","63,861,340","63,861,340","63,861,340"
