주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"1,203","1,066","1,170","1,116","1,242","1,395","1,556","1,727"
영업이익,343,249,306,270,329,373,418,467
영업이익(발표기준),343,249,306,270,329,,,
세전계속사업이익,351,262,316,298,361,406,458,509
당기순이익,267,206,225,231,271,306,348,385
  당기순이익(지배),246,189,206,229,261,292,335,369
  당기순이익(비지배),21,17,19,2,10,,,
자산총계,"3,160","3,031","3,562","4,220","4,904","5,011","5,603","6,182"
부채총계,"1,882","1,612","2,031","2,214","2,686","2,657","2,914","3,202"
자본총계,"1,278","1,419","1,531","2,007","2,218","2,354","2,689","2,980"
  자본총계(지배),"1,196","1,321","1,415","1,668","1,866","2,002","2,337","2,628"
  자본총계(비지배),82,,116,339,352,,,
자본금,46,46,46,46,50,50,50,50
영업활동현금흐름,147,214,324,471,445,186,379,407
투자활동현금흐름,-185,-144,6,-406,-170,-78,-84,-90
재무활동현금흐름,-64,-90,-194,185,-98,-75,0,-78
CAPEX,7,13,6,15,28,31,35,39
FCF,140,201,318,456,417,143,332,355
이자발생부채,30,0,92,25,143,,,
영업이익률,28.52,23.40,26.12,24.16,26.48,26.74,26.86,27.04
순이익률,22.18,19.32,19.22,20.72,21.84,21.93,22.36,22.29
ROE(%),22.56,15.03,15.07,14.85,14.80,15.10,15.44,14.86
ROA(%),9.20,6.65,6.82,5.95,5.94,6.17,6.56,6.53
부채비율,147.29,113.54,132.63,110.32,121.12,112.87,108.37,107.45
자본유보율,"2,523.74","2,798.14","3,179.46","3,552.20","3,639.61",,,
EPS(원),"2,330","1,795","1,956","2,172","2,481","2,770","3,178","3,501"
PER(배),26.59,13.16,14.18,12.84,13.26,9.96,8.68,7.88
BPS(원),"11,346","12,532","13,757","16,211","18,138","19,464","22,721","25,550"
PBR(배),5.46,1.89,2.02,1.72,1.81,1.42,1.21,1.08
현금DPS(원),573,440,548,664,729,740,860,970
현금배당수익률,0.92,1.86,1.98,2.38,2.22,2.68,3.12,3.51
현금배당성향(%),24.60,24.53,27.21,29.72,28.61,26.71,27.06,27.71
발행주식수(보통주),"10,539,962","10,539,962","10,539,962","10,539,962","10,539,962",,,
