주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"8,124","10,071","10,003","12,017","13,661"
영업이익,274,297,-171,884,"1,708"
영업이익(발표기준),274,297,-171,884,"1,708"
세전계속사업이익,130,95,-415,731,"1,430"
당기순이익,98,15,-386,535,"1,066"
  당기순이익(지배),15,7,-148,234,274
  당기순이익(비지배),83,9,-238,301,792
자산총계,"7,541","8,403","8,653","8,081","9,777"
부채총계,"5,243","6,100","6,801","4,884","5,141"
자본총계,"2,298","2,304","1,852","3,198","4,636"
  자본총계(지배),"1,276","1,293","1,158","1,371","2,004"
  자본총계(비지배),"1,022",,694,"1,827","2,632"
자본금,195,195,199,203,257
영업활동현금흐름,"1,296",885,-354,"2,122",843
투자활동현금흐름,-610,-973,-736,-454,-658
재무활동현금흐름,-595,235,943,"-1,608",339
CAPEX,522,980,752,860,821
FCF,774,-95,"-1,106","1,262",22
이자발생부채,"1,978","2,357","3,497","1,566","1,527"
영업이익률,3.37,2.95,-1.71,7.35,12.50
순이익률,1.20,0.15,-3.86,4.45,7.80
ROE(%),1.25,0.53,-12.11,18.52,16.23
ROA(%),1.41,0.19,-4.53,6.39,11.94
부채비율,228.20,264.77,367.28,152.74,110.89
자본유보율,539.10,549.31,485.38,570.66,669.53
EPS(원),42,18,-378,582,618
PER(배),54.70,101.72,N/A,4.19,7.69
BPS(원),"3,271","3,316","3,065","3,547","4,051"
PBR(배),0.71,0.54,0.54,0.69,1.17
현금DPS(원),20,10,10,30,50
현금배당수익률,0.86,0.56,0.61,1.23,1.05
현금배당성향(%),51.87,56.97,-2.55,4.95,9.03
발행주식수(보통주),"34,895,833","34,895,833","37,789,703","40,663,579","40,663,579"
