주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,"2,979","3,041","2,705","3,013","3,079"
영업이익,75,116,8,82,77
영업이익(발표기준),75,116,8,82,77
세전계속사업이익,56,101,8,60,93
당기순이익,53,75,10,50,82
  당기순이익(지배),53,75,10,50,82
  당기순이익(비지배),,,,,
자산총계,"2,299","2,194","2,258","2,235","2,248"
부채총계,"1,347","1,166","1,252","1,187","1,104"
자본총계,952,"1,029","1,006","1,047","1,144"
  자본총계(지배),952,"1,029","1,006","1,047","1,144"
  자본총계(비지배),,,,,
자본금,114,114,114,114,114
영업활동현금흐름,356,349,144,206,183
투자활동현금흐름,-126,-161,-175,-79,-52
재무활동현금흐름,-183,-183,74,-134,-107
CAPEX,128,165,174,81,53
FCF,228,184,-30,126,130
이자발생부채,737,558,655,541,439
영업이익률,2.51,3.82,0.30,2.71,2.50
순이익률,1.77,2.47,0.37,1.66,2.65
ROE(%),5.71,7.58,0.98,4.88,7.44
ROA(%),2.25,3.34,0.45,2.23,3.64
부채비율,141.38,113.34,124.43,113.39,96.45
자본유보율,884.70,954.89,944.66,990.80,"1,076.10"
EPS(원),232,330,44,220,359
PER(배),12.65,8.04,81.74,18.35,11.66
BPS(원),"5,121","5,579","5,558","5,950","6,501"
PBR(배),0.57,0.48,0.64,0.68,0.64
현금DPS(원),,,,,
현금배당수익률,,,,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"22,744,503","22,744,503","22,744,503","22,744,503","22,744,503"
