주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,330,415,598,102,381
영업이익,8,7,69,-114,-138
영업이익(발표기준),8,7,69,-114,-138
세전계속사업이익,-14,109,76,-59,-252
당기순이익,-24,84,58,-55,-252
  당기순이익(지배),-24,84,58,-55,-259
  당기순이익(비지배),,,0,0,7
자산총계,759,"1,122","1,265","1,065","1,300"
부채총계,119,382,536,257,426
자본총계,640,739,729,808,874
  자본총계(지배),640,739,728,707,759
  자본총계(비지배),,,1,101,114
자본금,96,97,186,194,244
영업활동현금흐름,21,6,93,41,-84
투자활동현금흐름,25,29,-89,-193,-269
재무활동현금흐름,-78,302,-59,-154,296
CAPEX,7,8,15,3,4
FCF,14,-2,78,38,-88
이자발생부채,14,154,230,101,143
영업이익률,2.45,1.68,11.59,-112.23,-36.10
순이익률,-7.19,20.14,9.72,-53.74,-66.11
ROE(%),-4.17,12.13,7.91,-7.67,-35.31
ROA(%),-3.15,8.89,4.87,-4.70,-21.33
부채비율,18.59,51.75,73.57,31.77,48.76
자본유보율,691.91,780.33,391.35,365.59,270.83
EPS(원),-63,227,156,-144,-544
PER(배),N/A,15.33,23.94,N/A,N/A
BPS(원),"1,813","2,055","2,049","1,909","1,571"
PBR(배),2.41,1.69,1.82,1.64,1.88
현금DPS(원),0,0,0,0,0
현금배당수익률,0.00,0.00,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"36,531,791","37,176,555","37,254,218","38,795,339","48,736,691"
