주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,617,637,679,671,740
영업이익,45,30,23,-42,-13
영업이익(발표기준),45,30,23,-42,-13
세전계속사업이익,43,34,21,-3,-17
당기순이익,35,28,20,2,-14
  당기순이익(지배),36,29,21,4,-15
  당기순이익(비지배),-1,-1,-1,-2,0
자산총계,789,"1,079","1,292","1,181","1,143"
부채총계,265,533,729,621,595
자본총계,523,547,564,560,548
  자본총계(지배),521,545,564,562,549
  자본총계(비지배),2,,0,-1,-1
자본금,76,76,76,76,76
영업활동현금흐름,46,8,-45,19,0
투자활동현금흐름,-36,-257,-206,86,-27
재무활동현금흐름,57,195,243,-91,9
CAPEX,36,254,205,120,27
FCF,10,-247,-250,-101,-27
이자발생부채,86,286,539,452,462
영업이익률,7.31,4.76,3.43,-6.21,-1.81
순이익률,5.72,4.41,2.98,0.30,-1.96
ROE(%),,5.43,3.86,0.64,-2.66
ROA(%),,3.01,1.71,0.16,-1.25
부채비율,50.73,97.46,129.26,110.77,108.59
자본유보율,587.48,619.34,643.26,640.80,624.18
EPS(원),245,191,141,24,-97
PER(배),30.59,38.40,48.40,382.34,N/A
BPS(원),"3,436","3,595","3,715","3,704","3,621"
PBR(배),2.18,2.04,1.84,2.47,1.78
현금DPS(원),33,33,28,,
현금배당수익률,0.44,0.45,0.41,,
현금배당성향(%),13.89,17.29,19.87,0.00,
발행주식수(보통주),"15,170,500","15,170,500","15,170,500","15,170,500","15,170,500"
