주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"3,115","5,492","15,343","22,751","32,809"
영업이익,35,83,252,146,315
영업이익(발표기준),35,83,252,146,315
세전계속사업이익,2,78,134,116,73
당기순이익,-1,51,56,31,-27
  당기순이익(지배),10,-3,3,61,-72
  당기순이익(비지배),-11,54,52,-30,45
자산총계,"1,721","4,034","3,929","5,419","6,867"
부채총계,975,"2,279","2,282","3,435","4,458"
자본총계,746,"1,755","1,647","1,984","2,409"
  자본총계(지배),354,325,305,564,572
  자본총계(비지배),392,,"1,342","1,420","1,837"
자본금,76,78,81,100,100
영업활동현금흐름,132,78,72,175,36
투자활동현금흐름,-80,"-1,021",-42,28,-472
재무활동현금흐름,180,"1,039",-189,308,317
CAPEX,10,11,56,74,76
FCF,123,67,17,101,-40
이자발생부채,498,"1,310","1,058","1,287","1,172"
영업이익률,1.13,1.52,1.64,0.64,0.96
순이익률,-0.04,0.93,0.36,0.14,-0.08
ROE(%),3.65,-0.87,1.06,14.09,-12.65
ROA(%),-0.08,1.78,1.40,0.67,-0.44
부채비율,130.59,129.89,138.59,173.15,185.03
자본유보율,359.30,308.15,270.29,466.29,474.17
EPS(원),73,-19,21,312,-361
PER(배),40.25,N/A,331.34,16.78,N/A
BPS(원),"2,317","2,070","1,882","2,832","2,873"
PBR(배),1.27,1.65,3.64,1.85,1.74
현금DPS(원),0,0,0,,
현금배당수익률,0.00,0.00,0.00,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"15,278,232","15,700,682","16,190,925","19,907,333","19,907,333"
