주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,293,369,475,"1,579","1,709","1,812","2,004","2,247"
영업이익,-8,-31,19,687,563,489,518,553
영업이익(발표기준),-8,-31,19,687,563,,,
세전계속사업이익,-29,-71,-7,405,595,520,551,588
당기순이익,-40,-65,-4,321,463,407,430,460
  당기순이익(지배),-40,-65,-4,321,463,407,430,460
  당기순이익(비지배),,,,,,,,
자산총계,559,565,553,"1,240","1,976","2,214","2,542","2,906"
부채총계,493,445,439,506,360,367,395,430
자본총계,67,120,114,734,"1,617","1,847","2,147","2,476"
  자본총계(지배),67,120,114,734,"1,617","1,847","2,147","2,476"
  자본총계(비지배),,,,,,,,
자본금,5,6,6,38,143,143,143,143
영업활동현금흐름,-110,11,26,748,316,384,476,513
투자활동현금흐름,13,-108,61,-555,-515,-196,-216,-240
재무활동현금흐름,57,51,-69,-163,288,-118,-130,-130
CAPEX,7,41,29,155,169,180,199,223
FCF,-117,-31,-4,594,147,200,272,285
이자발생부채,391,347,317,91,41,,,
영업이익률,-2.66,-8.37,4.04,43.49,32.96,26.99,25.85,24.61
순이익률,-13.73,-17.58,-0.91,20.33,27.10,22.46,21.46,20.47
ROE(%),-24.28,-69.64,-3.68,75.70,39.40,23.50,21.53,19.90
ROA(%),-6.58,-11.54,-0.77,35.81,28.79,19.43,18.08,16.89
부채비율,739.26,372.21,383.47,68.98,22.26,19.87,18.40,17.37
자본유보율,"4,823.21","3,961.14","3,891.60","2,090.11","1,129.68",,,
EPS(원),-205,-435,-24,"1,624","1,601","1,439","1,521","1,627"
PER(배),,,,,4.79,3.76,3.56,3.33
BPS(원),471,671,642,"3,242","5,770","6,593","7,663","8,838"
PBR(배),0.00,0.00,0.00,0.00,1.33,0.82,0.71,0.61
현금DPS(원),0,0,0,0,420,460,460,460
현금배당수익률,,,,,5.47,8.50,8.50,8.50
현금배당성향(%),0.00,0.00,0.00,0.00,25.48,31.96,30.25,28.28
발행주식수(보통주),"13,868,571","17,550,792","17,550,792","22,363,367","28,276,899",,,
