주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"2,310","1,881","2,533","3,880","3,650"
영업이익,-252,-85,269,320,302
영업이익(발표기준),-252,-85,269,320,302
세전계속사업이익,-317,-92,181,225,337
당기순이익,-322,-100,169,213,265
  당기순이익(지배),-309,-122,169,213,265
  당기순이익(비지배),-13,22,,,
자산총계,"2,240","2,051","2,631","2,465","2,948"
부채총계,"1,398","1,311","1,682","1,367","1,528"
자본총계,841,739,949,"1,098","1,420"
  자본총계(지배),863,739,949,"1,098","1,420"
  자본총계(비지배),-22,,,,
자본금,138,138,138,141,148
영업활동현금흐름,203,182,-55,622,-56
투자활동현금흐름,-44,9,-78,-73,-50
재무활동현금흐름,-43,-186,222,-537,105
CAPEX,41,27,71,74,50
FCF,162,155,-126,547,-106
이자발생부채,"1,046",864,"1,062",620,671
영업이익률,-10.91,-4.53,10.64,8.24,8.27
순이익률,-13.94,-5.34,6.66,5.48,7.25
ROE(%),-30.05,-15.27,19.99,20.79,21.02
ROA(%),-12.78,-4.68,7.21,8.35,9.78
부채비율,166.21,177.38,177.23,124.56,107.55
자본유보율,543.76,454.74,606.19,730.65,915.64
EPS(원),"-1,147",-453,625,786,929
PER(배),N/A,N/A,16.87,14.95,12.38
BPS(원),"3,242","2,776","3,563","4,136","5,064"
PBR(배),1.56,2.78,2.96,2.84,2.27
현금DPS(원),0,0,220,350,350
현금배당수익률,0.00,0.00,2.09,2.98,3.04
현금배당성향(%),0.00,0.00,34.72,43.65,37.10
발행주식수(보통주),"26,983,609","26,983,609","26,983,609","27,493,533","29,005,064"
